"2021 Lower Gauge ",,,
"Hourly Stream Data (Summary)",,,
,,,
"Dataset Reference Format:",,,
" ","[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group Boise State University",,
" ","URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].",,
,,,
"Dataset Header Description",,,
" ","Column(s)| Variable| Description| [units]",,
" ","1st Column  | DateTime| Time stamp of variable collection time [MM/DD/YY  hr:mm]",,
" ","2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s]",,
" ","3rd Column |StreamTemp-C| Stream Temperature [C]",,
" ","4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm]",,
,,,
,,,
" ","**Note: -6999 denotes missing data. Data is provisional during current year. Final corrected data avail at year end or upon request.",,
,,,
,,,
"DateTime","Discharge-L/s","StreamTemp-C","StreamEC-mS/cm"
4/9/2021 20:00,265.83,6.9,0.119
4/9/2021 21:00,265.83,6.2,0.119
4/9/2021 22:00,265.83,5.6,0.119
4/9/2021 23:00,264.41,5.2,0.119
4/10/2021 0:00,264.41,4.9,0.119
4/10/2021 1:00,264.41,4.6,0.119
4/10/2021 2:00,261.57,4.3,0.119
4/10/2021 3:00,262.98,4.1,0.119
4/10/2021 4:00,264.41,3.8,0.119
4/10/2021 5:00,264.41,3.6,0.119
4/10/2021 6:00,262.98,3.4,0.12
4/10/2021 7:00,262.98,3.2,0.12
4/10/2021 8:00,262.98,3.1,0.12
4/10/2021 9:00,262.98,3.1,0.12
4/10/2021 10:00,264.41,3.2,0.12
4/10/2021 11:00,262.98,3.6,0.119
4/10/2021 12:00,262.98,4.3,0.119
4/10/2021 13:00,258.75,5.5,0.119
4/10/2021 14:00,262.98,6.6,0.118
4/10/2021 15:00,260.16,7.6,0.118
4/10/2021 16:00,257.35,8.2,0.118
4/10/2021 17:00,254.56,8.4,0.119
4/10/2021 18:00,258.75,8.3,0.119
4/10/2021 19:00,258.75,7.8,0.119
4/10/2021 20:00,262.98,7.0,0.12
4/10/2021 21:00,261.57,6.2,0.12
4/10/2021 22:00,257.35,5.5,0.12
4/10/2021 23:00,258.75,4.9,0.12
4/11/2021 0:00,258.75,4.5,0.12
4/11/2021 1:00,257.35,4.0,0.12
4/11/2021 2:00,257.35,3.5,0.12
4/11/2021 3:00,255.95,3.1,0.12
4/11/2021 4:00,254.56,2.8,0.12
4/11/2021 5:00,255.95,2.5,0.12
4/11/2021 6:00,253.18,2.1,0.12
4/11/2021 7:00,253.18,1.9,0.121
4/11/2021 8:00,251.80,1.7,0.121
4/11/2021 9:00,253.18,1.6,0.121
4/11/2021 10:00,254.56,1.6,0.121
4/11/2021 11:00,251.80,2.0,0.121
4/11/2021 12:00,254.56,2.9,0.12
4/11/2021 13:00,255.95,4.0,0.12
4/11/2021 14:00,254.56,5.0,0.119
4/11/2021 15:00,254.56,6.0,0.119
4/11/2021 16:00,250.43,6.6,0.119
4/11/2021 17:00,249.06,6.8,0.119
4/11/2021 18:00,246.33,6.7,0.12
4/11/2021 19:00,247.69,6.3,0.12
4/11/2021 20:00,246.33,5.6,0.12
4/11/2021 21:00,250.43,5.0,0.121
4/11/2021 22:00,242.29,4.3,0.121
4/11/2021 23:00,242.29,3.8,0.121
4/12/2021 0:00,243.63,3.5,0.121
4/12/2021 1:00,242.29,3.3,0.121
4/12/2021 2:00,242.29,3.0,0.121
4/12/2021 3:00,240.95,2.7,0.122
4/12/2021 4:00,236.97,2.3,0.122
4/12/2021 5:00,236.97,2.0,0.122
4/12/2021 6:00,236.97,1.7,0.122
4/12/2021 7:00,236.97,1.5,0.122
4/12/2021 8:00,235.65,1.3,0.123
4/12/2021 9:00,238.29,1.2,0.123
4/12/2021 10:00,235.65,1.3,0.122
4/12/2021 11:00,236.97,1.7,0.122
4/12/2021 12:00,234.34,2.7,0.121
4/12/2021 13:00,239.62,4.0,0.121
4/12/2021 14:00,242.29,5.2,0.12
4/12/2021 15:00,242.29,6.2,0.12
4/12/2021 16:00,236.97,7.0,0.12
4/12/2021 17:00,238.29,7.3,0.12
4/12/2021 18:00,235.65,7.2,0.12
4/12/2021 19:00,231.73,6.9,0.121
4/12/2021 20:00,240.95,6.4,0.121
4/12/2021 21:00,231.73,5.9,0.121
4/12/2021 22:00,233.03,5.4,0.122
4/12/2021 23:00,233.03,5.1,0.122
4/13/2021 0:00,235.65,4.8,0.122
4/13/2021 1:00,230.43,4.6,0.122
4/13/2021 2:00,230.43,4.3,0.122
4/13/2021 3:00,227.85,4.0,0.122
4/13/2021 4:00,229.14,3.6,0.122
4/13/2021 5:00,227.85,3.3,0.122
4/13/2021 6:00,226.57,3.0,0.123
4/13/2021 7:00,227.85,2.8,0.123
4/13/2021 8:00,229.14,2.5,0.123
4/13/2021 9:00,231.73,2.5,0.123
4/13/2021 10:00,229.14,2.6,0.123
4/13/2021 11:00,229.14,3.0,0.122
4/13/2021 12:00,226.57,3.9,0.122
4/13/2021 13:00,226.57,5.0,0.121
4/13/2021 14:00,226.57,5.8,0.121
4/13/2021 15:00,226.57,6.1,0.121
4/13/2021 16:00,226.57,6.3,0.121
4/13/2021 17:00,225.30,6.3,0.121
4/13/2021 18:00,225.30,6.3,0.122
4/13/2021 19:00,224.02,6.2,0.122
4/13/2021 20:00,224.02,5.9,0.122
4/13/2021 21:00,222.76,5.5,0.123
4/13/2021 22:00,225.30,5.2,0.123
4/13/2021 23:00,224.02,4.9,0.123
4/14/2021 0:00,221.50,4.7,0.123
4/14/2021 1:00,224.02,4.5,0.123
4/14/2021 2:00,220.24,4.3,0.123
4/14/2021 3:00,220.24,4.1,0.123
4/14/2021 4:00,220.24,4.0,0.124
4/14/2021 5:00,220.24,3.8,0.124
4/14/2021 6:00,218.99,3.7,0.124
4/14/2021 7:00,217.74,3.6,0.124
4/14/2021 8:00,217.74,3.6,0.124
4/14/2021 9:00,220.24,3.6,0.124
4/14/2021 10:00,220.24,3.8,0.123
4/14/2021 11:00,220.24,4.2,0.123
4/14/2021 12:00,220.24,5.0,0.123
4/14/2021 13:00,218.99,5.8,0.122
4/14/2021 14:00,222.76,6.6,0.122
4/14/2021 15:00,221.50,7.6,0.122
4/14/2021 16:00,221.50,8.4,0.122
4/14/2021 17:00,220.24,8.5,0.122
4/14/2021 18:00,220.24,8.3,0.123
4/14/2021 19:00,221.50,7.8,0.123
4/14/2021 20:00,220.24,7.2,0.124
4/14/2021 21:00,218.99,6.6,0.124
4/14/2021 22:00,217.74,6.0,0.124
4/14/2021 23:00,216.50,5.5,0.124
4/15/2021 0:00,217.74,5.1,0.124
4/15/2021 1:00,216.50,4.8,0.124
4/15/2021 2:00,217.74,4.6,0.124
4/15/2021 3:00,217.74,4.5,0.124
4/15/2021 4:00,216.50,4.3,0.124
4/15/2021 5:00,215.26,4.1,0.125
4/15/2021 6:00,215.26,3.9,0.125
4/15/2021 7:00,214.03,3.8,0.125
4/15/2021 8:00,216.50,3.8,0.125
4/15/2021 9:00,218.99,3.9,0.125
4/15/2021 10:00,218.99,4.1,0.124
4/15/2021 11:00,220.24,4.5,0.124
4/15/2021 12:00,221.50,5.4,0.124
4/15/2021 13:00,220.24,6.4,0.123
4/15/2021 14:00,221.50,6.7,0.123
4/15/2021 15:00,222.76,7.2,0.123
4/15/2021 16:00,222.76,8.2,0.123
4/15/2021 17:00,222.76,8.7,0.123
4/15/2021 18:00,222.76,8.3,0.124
4/15/2021 19:00,222.76,7.9,0.124
4/15/2021 20:00,221.50,7.7,0.124
4/15/2021 21:00,220.24,7.5,0.125
4/15/2021 22:00,220.24,7.1,0.125
4/15/2021 23:00,220.24,6.6,0.125
4/16/2021 0:00,220.24,6.2,0.125
4/16/2021 1:00,220.24,6.0,0.125
4/16/2021 2:00,218.99,5.7,0.125
4/16/2021 3:00,218.99,5.3,0.125
4/16/2021 4:00,217.74,4.9,0.125
4/16/2021 5:00,217.74,4.6,0.125
4/16/2021 6:00,216.50,4.3,0.125
4/16/2021 7:00,216.50,4.0,0.125
4/16/2021 8:00,218.99,3.7,0.126
4/16/2021 9:00,221.50,3.6,0.126
4/16/2021 10:00,221.50,3.7,0.125
4/16/2021 11:00,222.76,4.2,0.125
4/16/2021 12:00,221.50,5.4,0.124
4/16/2021 13:00,222.76,6.5,0.124
4/16/2021 14:00,220.24,7.0,0.124
4/16/2021 15:00,220.24,7.2,0.124
4/16/2021 16:00,224.02,7.7,0.124
4/16/2021 17:00,221.50,8.3,0.124
4/16/2021 18:00,224.02,8.7,0.124
4/16/2021 19:00,221.50,8.6,0.125
4/16/2021 20:00,220.24,8.2,0.125
4/16/2021 21:00,220.24,7.6,0.125
4/16/2021 22:00,220.24,6.9,0.126
4/16/2021 23:00,222.76,6.4,0.126
4/17/2021 0:00,221.50,6.0,0.126
4/17/2021 1:00,221.50,5.6,0.126
4/17/2021 2:00,221.50,5.3,0.125
4/17/2021 3:00,218.99,5.0,0.125
4/17/2021 4:00,220.24,4.7,0.125
4/17/2021 5:00,222.76,4.4,0.125
4/17/2021 6:00,218.99,4.2,0.125
4/17/2021 7:00,217.74,3.9,0.125
4/17/2021 8:00,221.50,3.6,0.125
4/17/2021 9:00,221.50,3.6,0.125
4/17/2021 10:00,221.50,3.6,0.125
4/17/2021 11:00,221.50,4.1,0.125
4/17/2021 12:00,221.50,5.1,0.124
4/17/2021 13:00,222.76,6.4,0.124
4/17/2021 14:00,222.76,7.6,0.124
4/17/2021 15:00,222.76,8.7,0.124
4/17/2021 16:00,222.76,9.5,0.123
4/17/2021 17:00,222.76,9.9,0.124
4/17/2021 18:00,222.76,9.8,0.124
4/17/2021 19:00,222.76,9.5,0.125
4/17/2021 20:00,222.76,8.9,0.125
4/17/2021 21:00,224.02,8.2,0.125
4/17/2021 22:00,222.76,7.4,0.125
4/17/2021 23:00,225.30,6.9,0.125
4/18/2021 0:00,224.02,6.5,0.125
4/18/2021 1:00,221.50,6.2,0.125
4/18/2021 2:00,220.24,5.9,0.124
4/18/2021 3:00,221.50,5.5,0.124
4/18/2021 4:00,220.24,5.2,0.124
4/18/2021 5:00,218.99,4.9,0.124
4/18/2021 6:00,218.99,4.7,0.124
4/18/2021 7:00,220.24,4.4,0.124
4/18/2021 8:00,222.76,4.2,0.124
4/18/2021 9:00,225.30,4.2,0.124
4/18/2021 10:00,224.02,4.3,0.124
4/18/2021 11:00,226.57,4.8,0.124
4/18/2021 12:00,225.30,6.0,0.123
4/18/2021 13:00,225.30,7.3,0.123
4/18/2021 14:00,225.30,8.6,0.123
4/18/2021 15:00,225.30,9.7,0.123
4/18/2021 16:00,225.30,10.5,0.123
4/18/2021 17:00,225.30,10.9,0.123
4/18/2021 18:00,226.57,10.8,0.123
4/18/2021 19:00,230.43,10.5,0.124
4/18/2021 20:00,231.73,9.9,0.124
4/18/2021 21:00,230.43,9.2,0.124
4/18/2021 22:00,235.65,8.5,0.124
4/18/2021 23:00,235.65,8.0,0.123
4/19/2021 0:00,236.97,7.6,0.123
4/19/2021 1:00,235.65,7.3,0.122
4/19/2021 2:00,231.73,6.9,0.122
4/19/2021 3:00,231.73,6.4,0.122
4/19/2021 4:00,234.34,6.0,0.122
4/19/2021 5:00,233.03,5.6,0.122
4/19/2021 6:00,230.43,5.3,0.122
4/19/2021 7:00,230.43,4.9,0.122
4/19/2021 8:00,238.29,4.8,0.122
4/19/2021 9:00,236.97,4.8,0.122
4/19/2021 10:00,233.03,5.0,0.122
4/19/2021 11:00,236.97,5.5,0.121
4/19/2021 12:00,235.65,6.3,0.121
4/19/2021 13:00,236.97,7.2,0.121
4/19/2021 14:00,235.65,8.2,0.12
4/19/2021 15:00,234.34,9.2,0.12
4/19/2021 16:00,235.65,10.0,0.12
4/19/2021 17:00,236.97,10.4,0.12
4/19/2021 18:00,233.03,10.3,0.121
4/19/2021 19:00,240.95,9.8,0.121
4/19/2021 20:00,242.29,9.1,0.121
4/19/2021 21:00,249.06,8.4,0.121
4/19/2021 22:00,254.56,7.7,0.121
4/19/2021 23:00,254.56,7.2,0.121
4/20/2021 0:00,254.56,6.8,0.12
4/20/2021 1:00,254.56,6.4,0.12
4/20/2021 2:00,253.18,5.8,0.12
4/20/2021 3:00,253.18,5.3,0.12
4/20/2021 4:00,253.18,4.8,0.12
4/20/2021 5:00,253.18,4.3,0.12
4/20/2021 6:00,251.80,3.9,0.12
4/20/2021 7:00,251.80,3.5,0.121
4/20/2021 8:00,255.95,3.2,0.121
4/20/2021 9:00,254.56,3.0,0.121
4/20/2021 10:00,254.56,3.0,0.121
4/20/2021 11:00,254.56,3.4,0.12
4/20/2021 12:00,254.56,4.5,0.12
4/20/2021 13:00,255.95,5.7,0.119
4/20/2021 14:00,255.95,6.8,0.119
4/20/2021 15:00,255.95,7.8,0.119
4/20/2021 16:00,255.95,8.6,0.119
4/20/2021 17:00,255.95,8.9,0.119
4/20/2021 18:00,257.35,8.9,0.119
4/20/2021 19:00,257.35,8.6,0.12
4/20/2021 20:00,255.95,8.0,0.12
4/20/2021 21:00,255.95,7.4,0.12
4/20/2021 22:00,255.95,6.7,0.12
4/20/2021 23:00,255.95,6.3,0.12
4/21/2021 0:00,255.95,5.9,0.12
4/21/2021 1:00,254.56,5.6,0.12
4/21/2021 2:00,254.56,5.3,0.12
4/21/2021 3:00,254.56,4.9,0.12
4/21/2021 4:00,253.18,4.5,0.12
4/21/2021 5:00,251.80,4.2,0.121
4/21/2021 6:00,250.43,3.8,0.121
4/21/2021 7:00,251.80,3.5,0.121
4/21/2021 8:00,255.95,3.3,0.121
4/21/2021 9:00,253.18,3.2,0.121
4/21/2021 10:00,250.43,3.3,0.121
4/21/2021 11:00,251.80,3.8,0.121
4/21/2021 12:00,249.06,4.9,0.12
4/21/2021 13:00,253.18,6.2,0.119
4/21/2021 14:00,250.43,7.3,0.119
4/21/2021 15:00,249.06,8.4,0.119
4/21/2021 16:00,247.69,9.2,0.119
4/21/2021 17:00,246.33,9.6,0.119
4/21/2021 18:00,247.69,9.6,0.12
4/21/2021 19:00,246.33,9.2,0.12
4/21/2021 20:00,250.43,8.7,0.12
4/21/2021 21:00,251.80,8.0,0.121
4/21/2021 22:00,251.80,7.3,0.121
4/21/2021 23:00,249.06,6.8,0.121
4/22/2021 0:00,244.98,6.4,0.121
4/22/2021 1:00,249.06,6.0,0.121
4/22/2021 2:00,247.69,5.6,0.121
4/22/2021 3:00,249.06,5.2,0.121
4/22/2021 4:00,249.06,4.9,0.121
4/22/2021 5:00,249.06,4.6,0.121
4/22/2021 6:00,246.33,4.3,0.121
4/22/2021 7:00,246.33,3.9,0.121
4/22/2021 8:00,250.43,3.7,0.121
4/22/2021 9:00,251.80,3.6,0.121
4/22/2021 10:00,250.43,3.8,0.121
4/22/2021 11:00,249.06,4.4,0.121
4/22/2021 12:00,247.69,5.5,0.12
4/22/2021 13:00,249.06,6.8,0.12
4/22/2021 14:00,249.06,8.1,0.119
4/22/2021 15:00,247.69,9.1,0.119
4/22/2021 16:00,249.06,10.0,0.119
4/22/2021 17:00,249.06,10.4,0.12
4/22/2021 18:00,250.43,10.4,0.12
4/22/2021 19:00,250.43,10.1,0.12
4/22/2021 20:00,246.33,9.4,0.12
4/22/2021 21:00,250.43,8.8,0.121
4/22/2021 22:00,255.95,8.2,0.121
4/22/2021 23:00,253.18,7.6,0.121
4/23/2021 0:00,250.43,7.2,0.121
4/23/2021 1:00,250.43,6.8,0.121
4/23/2021 2:00,251.80,6.5,0.121
4/23/2021 3:00,246.33,6.1,0.121
4/23/2021 4:00,243.63,5.7,0.121
4/23/2021 5:00,244.98,5.3,0.121
4/23/2021 6:00,243.63,4.9,0.121
4/23/2021 7:00,243.63,4.6,0.121
4/23/2021 8:00,250.43,4.3,0.121
4/23/2021 9:00,251.80,4.2,0.121
4/23/2021 10:00,247.69,4.3,0.121
4/23/2021 11:00,253.18,4.9,0.121
4/23/2021 12:00,247.69,6.0,0.12
4/23/2021 13:00,247.69,7.2,0.12
4/23/2021 14:00,246.33,8.4,0.119
4/23/2021 15:00,246.33,9.3,0.119
4/23/2021 16:00,243.63,9.6,0.119
4/23/2021 17:00,239.62,9.9,0.12
4/23/2021 18:00,243.63,9.8,0.12
4/23/2021 19:00,243.63,9.6,0.12
4/23/2021 20:00,244.98,9.2,0.121
4/23/2021 21:00,246.33,8.7,0.121
4/23/2021 22:00,247.69,8.2,0.121
4/23/2021 23:00,244.98,7.9,0.121
4/24/2021 0:00,244.98,7.6,0.121
4/24/2021 1:00,243.63,7.4,0.121
4/24/2021 2:00,243.63,7.1,0.121
4/24/2021 3:00,240.95,6.8,0.121
4/24/2021 4:00,239.62,6.5,0.121
4/24/2021 5:00,238.29,6.3,0.121
4/24/2021 6:00,240.95,6.1,0.121
4/24/2021 7:00,239.62,6.0,0.121
4/24/2021 8:00,240.95,5.9,0.121
4/24/2021 9:00,243.63,5.9,0.121
4/24/2021 10:00,258.75,6.0,0.121
4/24/2021 11:00,264.41,6.1,0.121
4/24/2021 12:00,262.98,6.3,0.12
4/24/2021 13:00,273.05,6.7,0.12
4/24/2021 14:00,292.45,7.1,0.12
4/24/2021 15:00,292.45,7.1,0.12
4/24/2021 16:00,286.38,7.7,0.119
4/24/2021 17:00,281.89,8.3,0.119
4/24/2021 18:00,283.38,8.7,0.119
4/24/2021 19:00,293.98,8.6,0.119
4/24/2021 20:00,290.92,8.4,0.119
4/24/2021 21:00,287.89,8.0,0.12
4/24/2021 22:00,289.40,7.6,0.12
4/24/2021 23:00,303.28,7.4,0.12
4/25/2021 0:00,309.59,7.2,0.119
4/25/2021 1:00,311.18,7.1,0.119
4/25/2021 2:00,311.18,6.9,0.119
4/25/2021 3:00,312.78,6.7,0.119
4/25/2021 4:00,319.23,6.5,0.119
4/25/2021 5:00,316.00,6.4,0.119
4/25/2021 6:00,319.23,6.2,0.118
4/25/2021 7:00,322.49,6.0,0.118
4/25/2021 8:00,325.77,5.8,0.118
4/25/2021 9:00,325.77,5.7,0.117
4/25/2021 10:00,325.77,5.7,0.116
4/25/2021 11:00,322.49,5.8,0.116
4/25/2021 12:00,322.49,5.9,0.116
4/25/2021 13:00,322.49,5.9,0.116
4/25/2021 14:00,317.61,6.3,0.116
4/25/2021 15:00,314.39,6.6,0.116
4/25/2021 16:00,311.18,7.0,0.116
4/25/2021 17:00,304.85,7.3,0.116
4/25/2021 18:00,295.51,7.6,0.116
4/25/2021 19:00,295.51,7.5,0.117
4/25/2021 20:00,295.51,7.3,0.117
4/25/2021 21:00,312.78,7.0,0.118
4/25/2021 22:00,312.78,6.6,0.118
4/25/2021 23:00,311.18,6.4,0.118
4/26/2021 0:00,312.78,6.2,0.118
4/26/2021 1:00,312.78,6.0,0.119
4/26/2021 2:00,312.78,5.9,0.119
4/26/2021 3:00,312.78,5.7,0.119
4/26/2021 4:00,311.18,5.6,0.119
4/26/2021 5:00,309.59,5.5,0.119
4/26/2021 6:00,306.42,5.3,0.119
4/26/2021 7:00,308.00,5.1,0.12
4/26/2021 8:00,303.28,5.1,0.12
4/26/2021 9:00,303.28,5.2,0.119
4/26/2021 10:00,303.28,5.3,0.119
4/26/2021 11:00,303.28,5.4,0.119
4/26/2021 12:00,298.60,5.4,0.119
4/26/2021 13:00,300.16,5.4,0.119
4/26/2021 14:00,298.60,5.5,0.119
4/26/2021 15:00,295.51,5.6,0.119
4/26/2021 16:00,297.05,5.6,0.119
4/26/2021 17:00,297.05,5.7,0.119
4/26/2021 18:00,293.98,5.7,0.119
4/26/2021 19:00,295.51,5.7,0.119
4/26/2021 20:00,304.85,5.6,0.119
4/26/2021 21:00,306.42,5.4,0.119
4/26/2021 22:00,308.00,5.2,0.119
4/26/2021 23:00,308.00,5.1,0.119
4/27/2021 0:00,306.42,5.0,0.119
4/27/2021 1:00,304.85,4.9,0.119
4/27/2021 2:00,306.42,4.8,0.119
4/27/2021 3:00,306.42,4.7,0.12
4/27/2021 4:00,303.28,4.7,0.12
4/27/2021 5:00,297.05,4.6,0.12
4/27/2021 6:00,295.51,4.5,0.121
4/27/2021 7:00,297.05,4.4,0.121
4/27/2021 8:00,290.92,4.2,0.121
4/27/2021 9:00,292.45,4.2,0.121
4/27/2021 10:00,293.98,4.5,0.121
4/27/2021 11:00,298.60,4.9,0.121
4/27/2021 12:00,290.92,5.3,0.12
4/27/2021 13:00,287.89,5.8,0.12
4/27/2021 14:00,281.89,6.5,0.12
4/27/2021 15:00,283.38,7.5,0.12
4/27/2021 16:00,287.89,8.6,0.119
4/27/2021 17:00,277.44,9.2,0.12
4/27/2021 18:00,280.40,9.4,0.12
4/27/2021 19:00,275.97,9.3,0.12
4/27/2021 20:00,277.44,8.9,0.121
4/27/2021 21:00,275.97,8.4,0.121
4/27/2021 22:00,273.05,7.8,0.121
4/27/2021 23:00,273.05,7.4,0.122
4/28/2021 0:00,267.26,7.1,0.122
4/28/2021 1:00,264.41,6.8,0.122
4/28/2021 2:00,268.70,6.5,0.122
4/28/2021 3:00,265.83,6.2,0.122
4/28/2021 4:00,262.98,5.9,0.122
4/28/2021 5:00,261.57,5.6,0.122
4/28/2021 6:00,258.75,5.4,0.122
4/28/2021 7:00,262.98,5.1,0.122
4/28/2021 8:00,270.15,4.9,0.123
4/28/2021 9:00,264.41,4.8,0.123
4/28/2021 10:00,265.83,5.0,0.122
4/28/2021 11:00,264.41,5.6,0.122
4/28/2021 12:00,267.26,6.7,0.121
4/28/2021 13:00,264.41,8.0,0.121
4/28/2021 14:00,264.41,9.1,0.121
4/28/2021 15:00,258.75,10.2,0.121
4/28/2021 16:00,254.56,11.0,0.121
4/28/2021 17:00,251.80,11.3,0.121
4/28/2021 18:00,249.06,11.4,0.121
4/28/2021 19:00,255.95,11.0,0.122
4/28/2021 20:00,258.75,10.5,0.122
4/28/2021 21:00,261.57,9.9,0.123
4/28/2021 22:00,262.98,9.3,0.123
4/28/2021 23:00,261.57,8.9,0.123
4/29/2021 0:00,261.57,8.6,0.123
4/29/2021 1:00,261.57,8.4,0.122
4/29/2021 2:00,258.75,8.1,0.122
4/29/2021 3:00,255.95,7.8,0.122
4/29/2021 4:00,260.16,7.4,0.122
4/29/2021 5:00,261.57,7.1,0.122
4/29/2021 6:00,257.35,6.9,0.122
4/29/2021 7:00,261.57,6.6,0.122
4/29/2021 8:00,264.41,6.5,0.122
4/29/2021 9:00,265.83,6.4,0.122
4/29/2021 10:00,264.41,6.6,0.122
4/29/2021 11:00,262.98,7.2,0.122
4/29/2021 12:00,258.75,8.3,0.121
4/29/2021 13:00,262.98,9.5,0.121
4/29/2021 14:00,258.75,10.6,0.121
4/29/2021 15:00,258.75,11.6,0.12
4/29/2021 16:00,255.95,12.4,0.121
4/29/2021 17:00,258.75,12.8,0.121
4/29/2021 18:00,262.98,12.9,0.121
4/29/2021 19:00,265.83,12.6,0.122
4/29/2021 20:00,267.26,12.1,0.122
4/29/2021 21:00,268.70,11.5,0.122
4/29/2021 22:00,270.15,11.0,0.122
4/29/2021 23:00,271.59,10.6,0.122
4/30/2021 0:00,268.70,10.2,0.122
4/30/2021 1:00,270.15,9.9,0.121
4/30/2021 2:00,267.26,9.6,0.121
4/30/2021 3:00,267.26,9.3,0.12
4/30/2021 4:00,271.59,9.0,0.12
4/30/2021 5:00,265.83,8.7,0.12
4/30/2021 6:00,271.59,8.4,0.12
4/30/2021 7:00,273.05,8.0,0.12
4/30/2021 8:00,275.97,7.9,0.12
4/30/2021 9:00,275.97,7.8,0.119
4/30/2021 10:00,277.44,8.0,0.119
4/30/2021 11:00,277.44,8.5,0.119
4/30/2021 12:00,271.59,9.5,0.118
4/30/2021 13:00,275.97,10.6,0.118
4/30/2021 14:00,268.70,11.6,0.118
4/30/2021 15:00,273.05,12.4,0.118
4/30/2021 16:00,273.05,13.0,0.118
4/30/2021 17:00,273.05,13.0,0.118
4/30/2021 18:00,277.44,12.9,0.118
4/30/2021 19:00,280.40,12.6,0.118
4/30/2021 20:00,283.38,12.2,0.118
4/30/2021 21:00,281.89,11.8,0.118
4/30/2021 22:00,283.38,11.4,0.118
4/30/2021 23:00,287.89,11.1,0.118
5/1/2021 0:00,284.88,10.8,0.118
5/1/2021 1:00,286.38,10.4,0.118
5/1/2021 2:00,286.38,10.0,0.118
5/1/2021 3:00,286.38,9.6,0.117
5/1/2021 4:00,286.38,9.2,0.117
5/1/2021 5:00,287.89,8.9,0.117
5/1/2021 6:00,287.89,8.6,0.117
5/1/2021 7:00,287.89,8.3,0.117
5/1/2021 8:00,290.92,8.1,0.117
5/1/2021 9:00,290.92,8.0,0.116
5/1/2021 10:00,289.40,8.1,0.116
5/1/2021 11:00,290.92,8.4,0.116
5/1/2021 12:00,290.92,9.2,0.116
5/1/2021 13:00,289.40,9.7,0.115
5/1/2021 14:00,289.40,10.6,0.115
5/1/2021 15:00,303.28,11.5,0.115
5/1/2021 16:00,325.77,11.5,0.115
5/1/2021 17:00,322.49,11.1,0.115
5/1/2021 18:00,319.23,11.0,0.115
5/1/2021 19:00,317.61,10.9,0.115
5/1/2021 20:00,327.42,10.7,0.115
5/1/2021 21:00,327.42,10.2,0.115
5/1/2021 22:00,320.86,9.9,0.115
5/1/2021 23:00,317.61,9.5,0.114
5/2/2021 0:00,316.00,9.2,0.114
5/2/2021 1:00,311.18,8.8,0.115
5/2/2021 2:00,308.00,8.4,0.115
5/2/2021 3:00,309.59,8.1,0.115
5/2/2021 4:00,306.42,7.8,0.115
5/2/2021 5:00,303.28,7.5,0.115
5/2/2021 6:00,303.28,7.1,0.116
5/2/2021 7:00,304.85,6.8,0.116
5/2/2021 8:00,308.00,6.6,0.116
5/2/2021 9:00,306.42,6.6,0.116
5/2/2021 10:00,306.42,6.7,0.115
5/2/2021 11:00,308.00,7.1,0.115
5/2/2021 12:00,306.42,8.0,0.115
5/2/2021 13:00,308.00,8.8,0.115
5/2/2021 14:00,301.71,9.5,0.115
5/2/2021 15:00,292.45,10.4,0.115
5/2/2021 16:00,284.88,11.0,0.115
5/2/2021 17:00,277.44,11.0,0.115
5/2/2021 18:00,280.40,10.8,0.116
5/2/2021 19:00,280.40,10.5,0.116
5/2/2021 20:00,278.92,9.9,0.116
5/2/2021 21:00,280.40,9.4,0.117
5/2/2021 22:00,278.92,8.8,0.117
5/2/2021 23:00,281.89,8.3,0.117
5/3/2021 0:00,278.92,8.0,0.117
5/3/2021 1:00,280.40,7.6,0.118
5/3/2021 2:00,278.92,7.2,0.118
5/3/2021 3:00,277.44,6.8,0.118
5/3/2021 4:00,277.44,6.4,0.118
5/3/2021 5:00,278.92,6.0,0.118
5/3/2021 6:00,278.92,5.7,0.118
5/3/2021 7:00,278.92,5.5,0.118
5/3/2021 8:00,281.89,5.2,0.118
5/3/2021 9:00,284.88,5.2,0.118
5/3/2021 10:00,280.40,5.3,0.118
5/3/2021 11:00,280.40,5.9,0.118
5/3/2021 12:00,277.44,6.9,0.118
5/3/2021 13:00,277.44,8.0,0.117
5/3/2021 14:00,278.92,9.0,0.117
5/3/2021 15:00,274.51,9.9,0.117
5/3/2021 16:00,273.05,10.6,0.117
5/3/2021 17:00,270.15,11.0,0.117
5/3/2021 18:00,268.70,10.9,0.118
5/3/2021 19:00,273.05,10.6,0.118
5/3/2021 20:00,273.05,10.2,0.119
5/3/2021 21:00,273.05,9.6,0.119
5/3/2021 22:00,268.70,9.1,0.119
5/3/2021 23:00,273.05,8.7,0.12
5/4/2021 0:00,268.70,8.5,0.12
5/4/2021 1:00,268.70,8.3,0.12
5/4/2021 2:00,270.15,7.9,0.12
5/4/2021 3:00,267.26,7.6,0.12
5/4/2021 4:00,265.83,7.2,0.12
5/4/2021 5:00,270.15,6.8,0.121
5/4/2021 6:00,268.70,6.5,0.12
5/4/2021 7:00,265.83,6.3,0.121
5/4/2021 8:00,267.26,6.1,0.121
