"2021 Con1East Gauge ",,,
"Hourly Stream Data (Summary)",,,
,,,
"Dataset Reference Format:",,,
,"[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,
," URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].",,
,,,
"Dataset Header Description",,,
,"Column(s)| Variable| Description| [units]",,
,"1st Column  | DateTime| Time stamp of variable collection time* [MM/DD/YY  hr:mm]",,
,"2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s]",,
,"3rd Column |StreamTemp-C| Stream Temperature [C]",,
,"4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm]",,
,,,
,,,
,"**Note: -6999 denotes missing data",,
,,,
,,,
"DateTime","Discharge-L/s","StreamTemp-C","StreamEC-mS/cm"
"1/21/2021 22:00",21.82,1.1,0.068
"1/21/2021 23:00",21.91,1.1,0.068
"1/22/2021 0:00",20.29,1.1,0.068
"1/22/2021 1:00",21.61,1.1,0.068
"1/22/2021 2:00",22.34,1.2,0.069
"1/22/2021 3:00",21.65,1.2,0.069
"1/22/2021 4:00",22.21,1.2,0.069
"1/22/2021 5:00",19.4,1.2,0.069
"1/22/2021 6:00",22.03,1.2,0.069
"1/22/2021 7:00",21.21,1.2,0.069
"1/22/2021 8:00",20.48,1.2,0.069
"1/22/2021 9:00",20.44,1.2,0.069
"1/22/2021 10:00",20.65,1.2,0.069
"1/22/2021 11:00",22.21,1.3,0.069
"1/22/2021 12:00",21.64,1.4,0.069
"1/22/2021 13:00",19.76,1.4,0.069
"1/22/2021 14:00",23.2,1.5,0.07
"1/22/2021 15:00",21.39,1.5,0.07
"1/22/2021 16:00",21.04,1.5,0.07
"1/22/2021 17:00",23.47,1.5,0.07
"1/22/2021 18:00",21.51,1.5,0.07
"1/22/2021 19:00",22.46,1.5,0.069
"1/22/2021 20:00",20.72,1.5,0.069
"1/22/2021 21:00",22.83,1.4,0.069
"1/22/2021 22:00",21.66,1.4,0.069
"1/22/2021 23:00",21.02,1.4,0.069
"1/23/2021 0:00",21.68,1.4,0.069
"1/23/2021 1:00",20.03,1.4,0.069
"1/23/2021 2:00",19.53,1.3,0.069
"1/23/2021 3:00",21.08,1.2,0.069
"1/23/2021 4:00",18.55,1.1,0.069
"1/23/2021 5:00",21.05,1,0.068
"1/23/2021 6:00",18.79,0.8,0.068
"1/23/2021 7:00",20.63,0.7,0.068
"1/23/2021 8:00",19.33,0.6,0.068
"1/23/2021 9:00",19.61,0.5,0.068
"1/23/2021 10:00",19.83,0.4,0.068
"1/23/2021 11:00",19.04,0.4,0.068
"1/23/2021 12:00",18.3,0.4,0.068
"1/23/2021 13:00",17.15,0.4,0.068
"1/23/2021 14:00",18.09,0.4,0.068
"1/23/2021 15:00",18.8,0.4,0.068
"1/23/2021 16:00",20.56,0.4,0.068
"1/23/2021 17:00",20.71,0.4,0.068
"1/23/2021 18:00",20.93,0.4,0.068
"1/23/2021 19:00",19.17,0.3,0.068
"1/23/2021 20:00",21.12,0.2,0.068
"1/23/2021 21:00",19.14,0.2,0.068
"1/23/2021 22:00",21.01,0.1,0.068
"1/23/2021 23:00",20.21,0.1,0.068
"1/24/2021 0:00",20.53,0.1,0.068
"1/24/2021 1:00",16.76,0.1,0.068
"1/24/2021 2:00",16.59,0.1,0.068
"1/24/2021 3:00",17.46,0.1,0.068
"1/24/2021 4:00",20.91,0.1,0.068
"1/24/2021 5:00",26.75,0.1,0.069
"1/24/2021 6:00",27.62,0.1,0.068
"1/24/2021 7:00",48.51,0.1,0.068
"1/24/2021 8:00",69.2,0.1,0.069
"1/24/2021 9:00",87.39,0.1,0.069
"1/24/2021 10:00",108.1,0.1,0.069
"1/24/2021 11:00",130.64,0.1,0.07
"1/24/2021 12:00",147.49,0.1,0.07
"1/24/2021 13:00",156.36,0.1,0.07
"1/24/2021 14:00",150.92,0.1,0.07
"1/24/2021 15:00",143.9,0.1,0.069
"1/24/2021 16:00",153.08,0.1,0.069
"1/24/2021 17:00",161.25,0.1,0.069
"1/24/2021 18:00",155.48,0.1,0.069
"1/24/2021 19:00",134.24,0.1,0.068
"1/24/2021 20:00",106.69,0.1,0.068
"1/24/2021 21:00",86.76,0.1,0.068
"1/24/2021 22:00",71.96,0.1,0.068
"1/24/2021 23:00",62.17,0.1,0.068
"1/25/2021 0:00",55.45,0.1,0.068
"1/25/2021 1:00",50.08,0.1,0.068
"1/25/2021 2:00",36.5,0.1,0.068
"1/25/2021 3:00",23.75,0.2,0.068
"1/25/2021 4:00",20.28,0.2,0.068
"1/25/2021 5:00",18.6,0.2,0.068
"1/25/2021 6:00",19.23,0.2,0.068
"1/25/2021 7:00",19.4,0.2,0.068
"1/25/2021 8:00",18.41,0.2,0.068
"1/25/2021 9:00",19.59,0.2,0.068
"1/25/2021 10:00",18.94,0.2,0.068
"1/25/2021 11:00",20.13,0.3,0.068
"1/25/2021 12:00",22.08,0.3,0.068
"1/25/2021 13:00",19.6,0.4,0.068
"1/25/2021 14:00","#NUM!",0.5,0.068
"1/25/2021 15:00","#NUM!",0.5,0.068
"1/25/2021 16:00",19.4,0.5,0.068
"1/25/2021 17:00",20.59,0.5,0.068
"1/25/2021 18:00",21.52,0.5,0.068
"1/25/2021 19:00",19.53,0.5,0.068
"1/25/2021 20:00",18.52,0.4,0.068
"1/25/2021 21:00",18.03,0.4,0.068
"1/25/2021 22:00",18.71,0.4,0.068
"1/25/2021 23:00",18.19,0.3,0.068
"1/26/2021 0:00",19.57,0.3,0.068
"1/26/2021 1:00",19.61,0.2,0.068
"1/26/2021 2:00",18.41,0.2,0.068
"1/26/2021 3:00",17.81,0.1,0.068
"1/26/2021 4:00",19.8,0.1,0.068
"1/26/2021 5:00",18.04,0.1,0.068
"1/26/2021 6:00",17.66,0.1,0.068
"1/26/2021 7:00",18.3,0.1,0.068
"1/26/2021 8:00",18.81,0.1,0.069
"1/26/2021 9:00",18.85,0.1,0.069
"1/26/2021 10:00",17.7,0.1,0.069
"1/26/2021 11:00",19.3,0.2,0.069
"1/26/2021 12:00",19.04,0.2,0.069
"1/26/2021 13:00",19.78,0.2,0.069
"1/26/2021 14:00","#NUM!",0.3,0.069
"1/26/2021 15:00","#NUM!",0.3,0.068
"1/26/2021 16:00",19.62,0.3,0.068
"1/26/2021 17:00",18.88,0.3,0.068
"1/26/2021 18:00",18.59,0.3,0.068
"1/26/2021 19:00",20.22,0.3,0.068
"1/26/2021 20:00",19.46,0.3,0.068
"1/26/2021 21:00",18.14,0.3,0.068
"1/26/2021 22:00",18.43,0.3,0.068
"1/26/2021 23:00",17.81,0.3,0.068
"1/27/2021 0:00",18.81,0.3,0.068
"1/27/2021 1:00",17.19,0.2,0.068
"1/27/2021 2:00",18.61,0.3,0.068
"1/27/2021 3:00",17.93,0.3,0.068
"1/27/2021 4:00",19.06,0.3,0.068
"1/27/2021 5:00",18.26,0.3,0.068
"1/27/2021 6:00",17.26,0.2,0.068
"1/27/2021 7:00",17.99,0.2,0.068
"1/27/2021 8:00",20.51,0.3,0.068
"1/27/2021 9:00",16.78,0.3,0.068
"1/27/2021 10:00",19.35,0.4,0.068
"1/27/2021 11:00",18.36,0.4,0.068
"1/27/2021 12:00",18.76,0.5,0.068
"1/27/2021 13:00",20.02,0.5,0.068
"1/27/2021 14:00",21.12,0.4,0.068
"1/27/2021 15:00",18.55,0.4,0.068
"1/27/2021 16:00",19.22,0.5,0.068
"1/27/2021 17:00",20.01,0.6,0.068
"1/27/2021 18:00",18.81,0.6,0.068
"1/27/2021 19:00",20.37,0.6,0.068
"1/27/2021 20:00",21.61,0.6,0.068
"1/27/2021 21:00",19.25,0.7,0.068
"1/27/2021 22:00",18.96,0.7,0.068
"1/27/2021 23:00",18.98,0.7,0.068
"1/28/2021 0:00",19.42,0.7,0.068
"1/28/2021 1:00",20.5,0.7,0.068
"1/28/2021 2:00",19.55,0.7,0.068
"1/28/2021 3:00",16.72,0.7,0.068
"1/28/2021 4:00",18.78,0.7,0.068
"1/28/2021 5:00",20.06,0.8,0.068
"1/28/2021 6:00",18.55,0.8,0.068
"1/28/2021 7:00",19.21,0.8,0.068
"1/28/2021 8:00",21.37,0.8,0.068
"1/28/2021 9:00",19.46,0.8,0.068
"1/28/2021 10:00",19.61,0.9,0.068
"1/28/2021 11:00",18.51,0.9,0.069
"1/28/2021 12:00",18.12,0.9,0.069
"1/28/2021 13:00",19.34,1,0.069
"1/28/2021 14:00",19.51,1,0.069
"1/28/2021 15:00",16.71,1,0.069
"1/28/2021 16:00",19.76,0.9,0.068
"1/28/2021 17:00",19.69,1,0.069
"1/28/2021 18:00",18.58,1,0.069
"1/28/2021 19:00",18.14,1,0.069
"1/28/2021 20:00",19.66,1,0.069
"1/28/2021 21:00",16.99,1,0.068
"1/28/2021 22:00",19.27,1.1,0.069
"1/28/2021 23:00",18.43,1,0.069
"1/29/2021 0:00",19.26,1.1,0.069
"1/29/2021 1:00",19.02,1.1,0.069
"1/29/2021 2:00",20.41,1.1,0.069
"1/29/2021 3:00",18.35,1.1,0.069
"1/29/2021 4:00",19.1,1.1,0.069
"1/29/2021 5:00",19.65,1.1,0.069
"1/29/2021 6:00",18.87,1.1,0.069
"1/29/2021 7:00",19.77,1.2,0.069
"1/29/2021 8:00",18.33,1.2,0.069
"1/29/2021 9:00",19.5,1.2,0.069
"1/29/2021 10:00",19.69,1.2,0.069
"1/29/2021 11:00",20.54,1.2,0.069
"1/29/2021 12:00",20.7,1.2,0.069
"1/29/2021 13:00",20.11,1.1,0.068
"1/29/2021 14:00",18.35,1,0.068
"1/29/2021 15:00",18.11,1,0.068
"1/29/2021 16:00",20.13,0.9,0.067
"1/29/2021 17:00",19.3,0.8,0.067
"1/29/2021 18:00",21.34,0.8,0.067
"1/29/2021 19:00",18.67,0.8,0.066
"1/29/2021 20:00",18.65,0.9,0.067
"1/29/2021 21:00",18.39,0.9,0.067
"1/29/2021 22:00",21.08,0.9,0.067
"1/29/2021 23:00",18.51,1,0.067
"1/30/2021 0:00",19.32,1,0.067
"1/30/2021 1:00",20.85,1,0.068
"1/30/2021 2:00",18.79,1.1,0.068
"1/30/2021 3:00",20.22,1.1,0.068
"1/30/2021 4:00",20.86,1.1,0.068
"1/30/2021 5:00",18.91,1,0.068
"1/30/2021 6:00",18.39,1,0.068
"1/30/2021 7:00",19.3,1,0.068
"1/30/2021 8:00",20.23,1,0.068
"1/30/2021 9:00",17.44,0.9,0.068
"1/30/2021 10:00",19.06,1,0.069
"1/30/2021 11:00",19.38,1.1,0.069
"1/30/2021 12:00",18.76,1.1,0.069
"1/30/2021 13:00",18.81,1.2,0.069
"1/30/2021 14:00",18.86,1.3,0.069
"1/30/2021 15:00",19.05,1.3,0.069
"1/30/2021 16:00",18.62,1.3,0.069
"1/30/2021 17:00",19.36,1.3,0.069
"1/30/2021 18:00",19.36,1.2,0.069
"1/30/2021 19:00",18.82,1.2,0.069
"1/30/2021 20:00",19.06,1.2,0.069
"1/30/2021 21:00",17.92,1.1,0.069
"1/30/2021 22:00",18.95,1.1,0.069
"1/30/2021 23:00",19.39,1,0.069
"1/31/2021 0:00",18.1,0.9,0.069
"1/31/2021 1:00",17.54,0.9,0.069
"1/31/2021 2:00",17.52,0.9,0.069
"1/31/2021 3:00",17.49,0.8,0.069
"1/31/2021 4:00",18.1,0.8,0.069
"1/31/2021 5:00",18.54,0.8,0.069
"1/31/2021 6:00",16.81,0.8,0.069
"1/31/2021 7:00",18.16,0.8,0.069
"1/31/2021 8:00",17.3,0.7,0.069
"1/31/2021 9:00",16.66,0.8,0.069
"1/31/2021 10:00",19.35,0.8,0.069
"1/31/2021 11:00",18.77,0.8,0.069
"1/31/2021 12:00",18.06,0.9,0.069
"1/31/2021 13:00",19.1,1,0.07
"1/31/2021 14:00",19.21,1,0.07
"1/31/2021 15:00",17.44,1.1,0.07
"1/31/2021 16:00",15.19,1.1,0.07
"1/31/2021 17:00",19.51,1.1,0.07
"1/31/2021 18:00",18.6,1.1,0.07
"1/31/2021 19:00",19.05,1.1,0.07
"1/31/2021 20:00",19.84,1.2,0.07
"1/31/2021 21:00",19.61,1.2,0.07
"1/31/2021 22:00",19.07,1.2,0.07
"1/31/2021 23:00",18.85,1.2,0.07
"2/1/2021 0:00",18.71,1.3,0.07
"2/1/2021 1:00",18.94,1.2,0.07
"2/1/2021 2:00",15.95,1.2,0.07
"2/1/2021 3:00",17.51,1.2,0.07
"2/1/2021 4:00",17.76,1.2,0.07
"2/1/2021 5:00",18.85,1.3,0.07
"2/1/2021 6:00",18.16,1.3,0.07
"2/1/2021 7:00",16.42,1.3,0.07
"2/1/2021 8:00",18.77,1.3,0.07
"2/1/2021 9:00",19.16,1.3,0.07
"2/1/2021 10:00",17.25,1.3,0.07
"2/1/2021 11:00",19.05,1.4,0.07
"2/1/2021 12:00",19.17,1.5,0.07
"2/1/2021 13:00",19.96,1.6,0.07
"2/1/2021 14:00",18.52,1.7,0.071
"2/1/2021 15:00",18.12,1.7,0.071
"2/1/2021 16:00",20.28,1.7,0.07
"2/1/2021 17:00",19.46,1.7,0.07
"2/1/2021 18:00",19.45,1.6,0.07
"2/1/2021 19:00",18.49,1.6,0.07
"2/1/2021 20:00",19.92,1.5,0.07
"2/1/2021 21:00",21.17,1.5,0.07
"2/1/2021 22:00",17.96,1.5,0.07
"2/1/2021 23:00",19.35,1.5,0.07
"2/2/2021 0:00",17.55,1.5,0.07
"2/2/2021 1:00",20.07,1.5,0.07
"2/2/2021 2:00",17.18,1.4,0.069
"2/2/2021 3:00",17.27,1.4,0.069
"2/2/2021 4:00",19.4,1.5,0.069
"2/2/2021 5:00",18.17,1.5,0.07
"2/2/2021 6:00",17.02,1.5,0.07
"2/2/2021 7:00",19.58,1.5,0.07
"2/2/2021 8:00",17.15,1.5,0.07
"2/2/2021 9:00",18.74,1.5,0.07
"2/2/2021 10:00",18.52,1.6,0.07
"2/2/2021 11:00",17.05,1.6,0.07
"2/2/2021 12:00",18.86,1.6,0.07
"2/2/2021 13:00",19.12,1.7,0.07
"2/2/2021 14:00",19.27,1.8,0.07
"2/2/2021 15:00",18.97,1.8,0.069
"2/2/2021 16:00",19.5,1.8,0.069
"2/2/2021 17:00",20.5,1.7,0.068
"2/2/2021 18:00",21.28,1.6,0.068
"2/2/2021 19:00",20.07,1.6,0.068
"2/2/2021 20:00",22.52,1.2,0.067
"2/2/2021 21:00",18.48,1.1,0.067
"2/2/2021 22:00",21.43,1.2,0.067
"2/2/2021 23:00",20.07,1.2,0.067
"2/3/2021 0:00",19.13,1.2,0.067
"2/3/2021 1:00",19.91,1.2,0.067
"2/3/2021 2:00",20.45,1.2,0.067
"2/3/2021 3:00",18.81,1.2,0.067
"2/3/2021 4:00",19.81,1.2,0.067
"2/3/2021 5:00",18.09,1.2,0.067
"2/3/2021 6:00",20.07,1.1,0.067
"2/3/2021 7:00",19.14,1,0.067
"2/3/2021 8:00",19.17,0.9,0.067
"2/3/2021 9:00",19.09,0.9,0.067
"2/3/2021 10:00",20.25,1,0.068
"2/3/2021 11:00",18.67,1.1,0.068
"2/3/2021 12:00",18.18,1.2,0.068
"2/3/2021 13:00",18.22,1,0.068
"2/3/2021 14:00",20.78,1.1,0.068
"2/3/2021 15:00",17.76,1.2,0.068
"2/3/2021 16:00",17.84,1.1,0.068
"2/3/2021 17:00",19.22,1.1,0.068
"2/3/2021 18:00",18.44,1.2,0.068
"2/3/2021 19:00",18.67,1.1,0.068
"2/3/2021 20:00",19.59,1,0.068
"2/3/2021 21:00",19.14,0.9,0.068
"2/3/2021 22:00",17.37,0.9,0.068
"2/3/2021 23:00",17.84,0.9,0.068
"2/4/2021 0:00",18.45,0.9,0.068
"2/4/2021 1:00",16.36,0.9,0.068
"2/4/2021 2:00",19.42,0.8,0.068
"2/4/2021 3:00",19.56,0.9,0.068
"2/4/2021 4:00",17.49,0.8,0.068
"2/4/2021 5:00",17.28,0.7,0.068
"2/4/2021 6:00",16.27,0.6,0.068
"2/4/2021 7:00",16.86,0.5,0.068
"2/4/2021 8:00",17.02,0.4,0.067
"2/4/2021 9:00",16.93,0.3,0.067
"2/4/2021 10:00",17.02,0.2,0.067
"2/4/2021 11:00",16.56,0.4,0.067
"2/4/2021 12:00",17.35,0.5,0.068
"2/4/2021 13:00",17.43,0.6,0.068
"2/4/2021 14:00",17.53,0.7,0.068
"2/4/2021 15:00",16.78,0.8,0.068
"2/4/2021 16:00",17.75,0.9,0.068
"2/4/2021 17:00",18.13,0.9,0.069
"2/4/2021 18:00",18.05,0.9,0.069
"2/4/2021 19:00",16.93,0.9,0.069
"2/4/2021 20:00",18.16,0.9,0.069
"2/4/2021 21:00",19.17,1,0.069
"2/4/2021 22:00",18.58,1,0.069
"2/4/2021 23:00",17.41,1,0.069
"2/5/2021 0:00",19.78,1,0.069
"2/5/2021 1:00",18.87,1.1,0.069
"2/5/2021 2:00",19.36,1.1,0.069
"2/5/2021 3:00",18.49,1.1,0.069
"2/5/2021 4:00",18.55,1.1,0.069
"2/5/2021 5:00",18.17,1.2,0.069
"2/5/2021 6:00",17.71,1.2,0.069
"2/5/2021 7:00",18.19,1.2,0.069
"2/5/2021 8:00",17.77,1.1,0.069
"2/5/2021 9:00",17.86,0.9,0.068
"2/5/2021 10:00",19.47,0.9,0.068
"2/5/2021 11:00",20.37,1,0.068
"2/5/2021 12:00",20.5,1.1,0.068
"2/5/2021 13:00",19.03,1.1,0.068
"2/5/2021 14:00",20.21,1.2,0.068
"2/5/2021 15:00",19.54,1.3,0.069
"2/5/2021 16:00",19.93,1.3,0.069
"2/5/2021 17:00",19.06,1.3,0.069
"2/5/2021 18:00",19.08,1.3,0.069
"2/5/2021 19:00",19.08,1.3,0.069
"2/5/2021 20:00",16.81,1.3,0.069
"2/5/2021 21:00",18.99,1.3,0.069
"2/5/2021 22:00",16.77,1.3,0.069
"2/5/2021 23:00",18.72,1.2,0.069
"2/6/2021 0:00",18.74,1.1,0.069
"2/6/2021 1:00",18.1,1.1,0.069
"2/6/2021 2:00",16.91,1,0.069
"2/6/2021 3:00",17.82,1,0.069
"2/6/2021 4:00",15.59,0.9,0.068
"2/6/2021 5:00",17.44,0.8,0.068
"2/6/2021 6:00",16.99,0.7,0.068
"2/6/2021 7:00",18.17,0.7,0.068
"2/6/2021 8:00",17.24,0.8,0.068
"2/6/2021 9:00",17.57,0.8,0.068
"2/6/2021 10:00",18.06,0.8,0.068
"2/6/2021 11:00",18.09,1,0.069
"2/6/2021 12:00",18.08,1.1,0.069
"2/6/2021 13:00",17.48,1.1,0.069
"2/6/2021 14:00",19.3,1.2,0.069
"2/6/2021 15:00",20.01,1.3,0.069
"2/6/2021 16:00",20.5,1.4,0.07
"2/6/2021 17:00",20.35,1.4,0.07
"2/6/2021 18:00",18.94,1.5,0.07
"2/6/2021 19:00",20.93,1.5,0.07
"2/6/2021 20:00",20.59,1.5,0.07
"2/6/2021 21:00",20.86,1.5,0.07
"2/6/2021 22:00",20.17,1.5,0.07
"2/6/2021 23:00",19.77,1.4,0.07
"2/7/2021 0:00",19.96,1.4,0.07
"2/7/2021 1:00",19.46,1.4,0.07
"2/7/2021 2:00",18.52,1.3,0.07
"2/7/2021 3:00",19.55,1.3,0.07
"2/7/2021 4:00",20.33,1.3,0.069
"2/7/2021 5:00",19.23,1.1,0.069
"2/7/2021 6:00",18.66,1,0.069
"2/7/2021 7:00",18.26,0.9,0.069
"2/7/2021 8:00",18.25,0.8,0.069
"2/7/2021 9:00",17.75,0.7,0.068
"2/7/2021 10:00",16.55,0.6,0.068
"2/7/2021 11:00",18.04,0.7,0.068
"2/7/2021 12:00",18.14,0.7,0.068
"2/7/2021 13:00",17.1,0.8,0.069
"2/7/2021 14:00",17.41,0.8,0.069
"2/7/2021 15:00",18.61,0.8,0.069
"2/7/2021 16:00",16.89,0.9,0.069
"2/7/2021 17:00",18.19,0.9,0.069
"2/7/2021 18:00",17.72,0.9,0.069
"2/7/2021 19:00",18.07,0.8,0.069
"2/7/2021 20:00",14.55,0.8,0.069
"2/7/2021 21:00",16.42,0.8,0.069
"2/7/2021 22:00",16.71,0.8,0.069
"2/7/2021 23:00",17.63,0.7,0.069
"2/8/2021 0:00",19.74,0.7,0.069
"2/8/2021 1:00",17.13,0.6,0.068
"2/8/2021 2:00",16.69,0.6,0.068
"2/8/2021 3:00",17.61,0.5,0.068
"2/8/2021 4:00",19.17,0.4,0.068
"2/8/2021 5:00",17.79,0.3,0.068
"2/8/2021 6:00",17.44,0.3,0.068
"2/8/2021 7:00",17.33,0.1,0.068
"2/8/2021 8:00",17.21,0.1,0.068
"2/8/2021 9:00",17.78,0.1,0.068
"2/8/2021 10:00",17.75,0.1,0.068
"2/8/2021 11:00",22.94,0.1,0.068
"2/8/2021 12:00",33.03,0.1,0.068
"2/8/2021 13:00",36.22,0.1,0.068
"2/8/2021 14:00",24.58,0.2,0.068
"2/8/2021 15:00",21.32,0.2,0.068
"2/8/2021 16:00",24.11,0.2,0.068
"2/8/2021 17:00",22.92,0.2,0.068
"2/8/2021 18:00",20.75,0.2,0.068
"2/8/2021 19:00",19.55,0.2,0.068
"2/8/2021 20:00",17.71,0.2,0.067
"2/8/2021 21:00",17.49,0.2,0.067
"2/8/2021 22:00",18.45,0.2,0.067
"2/8/2021 23:00",17.99,0.2,0.067
"2/9/2021 0:00",19.33,0.2,0.067
"2/9/2021 1:00",16.4,0.1,0.068
"2/9/2021 2:00",14.83,0.1,0.068
"2/9/2021 3:00",16.27,0.1,0.068
"2/9/2021 4:00",16.96,0.1,0.068
"2/9/2021 5:00",16.38,0.1,0.068
"2/9/2021 6:00",17.37,0.2,0.068
"2/9/2021 7:00",17.98,0.1,0.068
"2/9/2021 8:00",17.35,0.1,0.068
"2/9/2021 9:00",18.62,0.2,0.068
"2/9/2021 10:00",18.64,0.2,0.068
"2/9/2021 11:00",17.68,0.3,0.068
"2/9/2021 12:00",17.81,0.3,0.068
"2/9/2021 13:00",18.08,0.4,0.068
"2/9/2021 14:00",18,0.5,0.068
"2/9/2021 15:00",18.8,0.4,0.068
"2/9/2021 16:00",18.48,0.5,0.068
"2/9/2021 17:00",18.74,0.5,0.068
"2/9/2021 18:00",17.3,0.5,0.068
"2/9/2021 19:00",16.27,0.4,0.068
"2/9/2021 20:00",17.91,0.3,0.068
"2/9/2021 21:00",18.19,0.3,0.068
"2/9/2021 22:00",17.05,0.2,0.068
"2/9/2021 23:00",18.33,0.1,0.067
"2/10/2021 0:00",19.68,0.1,0.068
"2/10/2021 1:00",18.94,0.1,0.068
"2/10/2021 2:00",27.23,0.1,0.068
"2/10/2021 3:00",32.67,0.1,0.068
"2/10/2021 4:00",39.3,0.1,0.069
"2/10/2021 5:00",61.78,0.1,0.069
"2/10/2021 6:00",83.21,0.1,0.07
"2/10/2021 7:00",96.43,0.1,0.07
"2/10/2021 8:00",95.6,0.1,0.07
"2/10/2021 9:00",88.96,0.1,0.071
"2/10/2021 10:00",132.23,0.1,0.071
"2/10/2021 11:00",154.17,0.1,0.071
"2/10/2021 12:00",168.06,0.1,0.072
"2/10/2021 13:00",168.75,0.2,0.072
"2/10/2021 14:00",140.36,0.2,0.072
"2/10/2021 15:00",135.04,0.1,0.07
"2/10/2021 16:00",137.07,0.1,0.07
"2/10/2021 17:00",133.23,0.1,0.07
"2/10/2021 18:00",128.27,0.1,0.069
"2/10/2021 19:00",117.01,0.1,0.069
"2/10/2021 20:00",102.34,0.1,0.068
"2/10/2021 21:00",90.56,0.1,0.068
"2/10/2021 22:00",84.13,0.1,0.068
"2/10/2021 23:00",81.55,0.1,0.068
"2/11/2021 0:00",79.61,0.1,0.068
"2/11/2021 1:00",80.95,0.1,0.068
"2/11/2021 2:00",80.8,0.1,0.068
"2/11/2021 3:00",84.9,0.1,0.068
"2/11/2021 4:00",80.65,0.1,0.068
"2/11/2021 5:00",79.9,0.1,0.068
"2/11/2021 6:00",68.51,0.1,0.068
"2/11/2021 7:00",22.65,0.2,0.068
"2/11/2021 8:00",18.92,0.2,0.067
"2/11/2021 9:00",18.28,0.2,0.068
"2/11/2021 10:00",19.54,0.3,0.068
"2/11/2021 11:00",19.29,0.4,0.068
"2/11/2021 12:00",19.16,0.5,0.068
"2/11/2021 13:00",17.84,0.5,0.068
"2/11/2021 14:00",18.81,0.6,0.068
"2/11/2021 15:00",18.4,0.6,0.068
"2/11/2021 16:00",18.87,0.7,0.068
"2/11/2021 17:00",21.23,0.7,0.068
"2/11/2021 18:00",19.7,0.7,0.068
"2/11/2021 19:00",20.07,0.7,0.068
"2/11/2021 20:00",17.29,0.7,0.068
"2/11/2021 21:00",20.77,0.6,0.068
"2/11/2021 22:00",17.8,0.6,0.067
"2/11/2021 23:00",19.83,0.6,0.067
"2/12/2021 0:00",21.25,0.7,0.068
"2/12/2021 1:00",19.17,0.7,0.068
"2/12/2021 2:00",18.67,0.7,0.068
"2/12/2021 3:00",19.56,0.8,0.068
"2/12/2021 4:00",18.76,0.7,0.068
"2/12/2021 5:00",19.16,0.7,0.068
"2/12/2021 6:00",16.23,0.7,0.068
"2/12/2021 7:00",18.79,0.7,0.068
"2/12/2021 8:00",19.08,0.7,0.068
"2/12/2021 9:00",20.37,0.8,0.068
"2/12/2021 10:00",19.44,0.7,0.068
"2/12/2021 11:00",20.98,0.7,0.068
"2/12/2021 12:00",21.27,0.8,0.068
"2/12/2021 13:00",17.99,0.9,0.068
"2/12/2021 14:00",21.4,0.9,0.068
"2/12/2021 15:00",20,0.9,0.068
"2/12/2021 16:00",19.13,0.9,0.068
"2/12/2021 17:00",19.21,0.9,0.068
"2/12/2021 18:00",18.64,0.9,0.068
"2/12/2021 19:00",20.53,0.9,0.068
"2/12/2021 20:00",20.93,0.9,0.068
"2/12/2021 21:00",19.19,0.8,0.068
"2/12/2021 22:00",19.38,0.9,0.068
"2/12/2021 23:00",17.73,0.9,0.068
"2/13/2021 0:00",17.93,0.9,0.068
"2/13/2021 1:00",18.02,0.8,0.068
"2/13/2021 2:00",19.81,0.8,0.068
"2/13/2021 3:00",19.07,0.7,0.068
"2/13/2021 4:00",18.23,0.6,0.067
"2/13/2021 5:00",19.45,0.5,0.067
"2/13/2021 6:00",18.54,0.3,0.066
"2/13/2021 7:00",18.78,0.2,0.066
"2/13/2021 8:00",18.39,0.2,0.066
"2/13/2021 9:00",18.18,0.3,0.066
"2/13/2021 10:00",17.91,0.2,0.066
"2/13/2021 11:00",18.14,0.2,0.066
"2/13/2021 12:00",16.84,0.2,0.066
"2/13/2021 13:00",11.66,0.1,0.065
"2/13/2021 14:00",17.03,0.1,0.065
"2/13/2021 15:00",17.31,0.2,0.065
"2/13/2021 16:00",16.05,0.1,0.065
"2/13/2021 17:00",15.8,0.1,0.065
"2/13/2021 18:00",17.75,0.1,0.065
"2/13/2021 19:00",17.88,0.1,0.065
"2/13/2021 20:00",17.71,0.2,0.065
"2/13/2021 21:00",17.79,0.3,0.066
"2/13/2021 22:00",20.39,0.2,0.065
"2/13/2021 23:00",18.65,0.2,0.065
"2/14/2021 0:00",21.99,0.2,0.066
"2/14/2021 1:00",21.15,0.1,0.066
"2/14/2021 2:00",19.55,0.1,0.066
"2/14/2021 3:00",23.21,0.1,0.066
"2/14/2021 4:00",23.33,0.1,0.066
"2/14/2021 5:00",25.59,0.1,0.066
"2/14/2021 6:00",28.51,0.1,0.066
"2/14/2021 7:00",31.97,0.1,0.067
"2/14/2021 8:00",32.94,0.1,0.067
"2/14/2021 9:00",33.2,0.1,0.067
"2/14/2021 10:00",29.42,0.1,0.067
"2/14/2021 11:00",20.67,0.3,0.067
"2/14/2021 12:00",18.23,0.4,0.067
"2/14/2021 13:00",20.7,0.5,0.067
"2/14/2021 14:00",20.29,0.6,0.067
