"2021 Con1East Gauge ",,,
"Hourly Stream Data (Summary)",,,
,,,
"Dataset Reference Format:",,,
,"[Year of data collection] Stream data from Dry Creek Experimental Watershed. Watershed Process Research Group, Boise State University",,
," URL: earth.boisestate.edu/drycreek. Multi-paged. [month and day of data download].",,
,,,
"Dataset Header Description",,,
,"Column(s)| Variable| Description| [units]",,
,"1st Column  | DateTime| Time stamp of variable collection time* [MM/DD/YY  hr:mm]",,
,"2nd Column|Discharge -L/s|Stream Discharge instantaneous measurements [L/s]",,
,"3rd Column |StreamTemp-C| Stream Temperature [C]",,
,"4th Column |StreamEC-mS/cm| Stream Electrical Conductivity [mS/cm]",,
,,,
,,,
,"**Note: -6999 denotes missing data",,
,,,
,,,
"DateTime","Discharge-L/s","StreamTemp-C","StreamEC-mS/cm"
"2/14/2021 15:00",19.18,0.6,0.067
"2/14/2021 16:00",20.15,0.7,0.067
"2/14/2021 17:00",19.38,0.7,0.067
"2/14/2021 18:00",20.36,0.7,0.067
"2/14/2021 19:00",19.32,0.7,0.067
"2/14/2021 20:00",19.95,0.6,0.067
"2/14/2021 21:00",17.97,0.6,0.067
"2/14/2021 22:00",19.19,0.6,0.067
"2/14/2021 23:00",17.22,0.7,0.067
"2/15/2021 0:00",20.43,0.7,0.067
"2/15/2021 1:00",18.78,0.6,0.067
"2/15/2021 2:00",19.66,0.6,0.067
"2/15/2021 3:00",18.74,0.6,0.067
"2/15/2021 4:00",20.01,0.5,0.067
"2/15/2021 5:00",19.51,0.5,0.067
"2/15/2021 6:00",19.1,0.3,0.066
"2/15/2021 7:00",20.04,0.2,0.066
"2/15/2021 8:00",19.38,0.1,0.066
"2/15/2021 9:00",17,0.1,0.066
"2/15/2021 10:00",20.99,0.1,0.066
"2/15/2021 11:00",20.81,0.1,0.066
"2/15/2021 12:00",19.29,0.1,0.066
"2/15/2021 13:00",21.93,0.1,0.066
"2/15/2021 14:00",24.11,0.1,0.065
"2/15/2021 15:00",25.44,0.1,0.065
"2/15/2021 16:00",25.04,0.1,0.065
"2/15/2021 17:00",29.67,0.1,0.065
"2/15/2021 18:00",26.44,0.2,0.065
"2/15/2021 19:00",24.09,0.2,0.065
"2/15/2021 20:00",20.8,0.3,0.065
"2/15/2021 21:00",19.78,0.4,0.065
"2/15/2021 22:00",20.59,0.4,0.066
"2/15/2021 23:00",19.67,0.5,0.066
"2/16/2021 0:00",18.81,0.5,0.066
"2/16/2021 1:00",19.89,0.6,0.066
"2/16/2021 2:00",18.79,0.5,0.066
"2/16/2021 3:00",17.15,0.3,0.066
"2/16/2021 4:00",17.78,0.3,0.066
"2/16/2021 5:00",18.54,0.4,0.066
"2/16/2021 6:00",18.24,0.4,0.066
"2/16/2021 7:00",17.83,0.4,0.066
"2/16/2021 8:00",19.49,0.4,0.066
"2/16/2021 9:00",19.87,0.5,0.066
"2/16/2021 10:00",18.89,0.6,0.066
"2/16/2021 11:00",17.76,0.7,0.067
"2/16/2021 12:00",19.7,0.7,0.067
"2/16/2021 13:00",18.33,0.8,0.067
"2/16/2021 14:00",17.22,0.9,0.067
"2/16/2021 15:00",20.25,0.9,0.067
"2/16/2021 16:00",19.11,1,0.067
"2/16/2021 17:00",17.44,1,0.067
"2/16/2021 18:00",19.16,0.9,0.067
"2/16/2021 19:00",17.73,0.9,0.067
"2/16/2021 20:00",18.02,0.9,0.067
"2/16/2021 21:00",17.04,0.9,0.067
"2/16/2021 22:00",18.19,0.9,0.067
"2/16/2021 23:00",17.14,0.9,0.068
"2/17/2021 0:00",19.16,0.9,0.068
"2/17/2021 1:00",19.2,0.9,0.068
"2/17/2021 2:00",20.13,0.9,0.068
"2/17/2021 3:00",18.07,0.8,0.068
"2/17/2021 4:00",18.21,0.8,0.068
"2/17/2021 5:00",17.89,0.8,0.068
"2/17/2021 6:00",16.71,0.8,0.068
"2/17/2021 7:00",16.78,0.7,0.068
"2/17/2021 8:00",16.17,0.7,0.068
"2/17/2021 9:00",17.26,0.8,0.068
"2/17/2021 10:00",16.39,0.8,0.068
"2/17/2021 11:00",16.1,0.8,0.068
"2/17/2021 12:00",17.01,0.9,0.068
"2/17/2021 13:00",17.93,0.9,0.068
"2/17/2021 14:00",19.87,1,0.068
"2/17/2021 15:00",16.15,1,0.068
"2/17/2021 16:00",16.79,1,0.068
"2/17/2021 17:00",18.66,0.9,0.068
"2/17/2021 18:00",18.09,0.9,0.068
"2/17/2021 19:00",16.87,0.9,0.068
"2/17/2021 20:00",17.46,0.8,0.068
"2/17/2021 21:00",17.13,0.7,0.068
"2/17/2021 22:00",15.25,0.6,0.068
"2/17/2021 23:00",16.72,0.5,0.068
"2/18/2021 0:00",15.57,0.4,0.067
"2/18/2021 1:00",16.09,0.3,0.067
"2/18/2021 2:00",17.02,0.2,0.067
"2/18/2021 3:00",16.28,0.1,0.067
"2/18/2021 4:00",14.15,0.1,0.067
"2/18/2021 5:00",13.97,0.1,0.067
"2/18/2021 6:00",17.39,0.1,0.068
"2/18/2021 7:00",15.84,0.1,0.068
"2/18/2021 8:00",19.24,0.1,0.068
"2/18/2021 9:00",27.54,0.1,0.068
"2/18/2021 10:00",38.61,0.1,0.068
"2/18/2021 11:00",51.91,0.1,0.068
"2/18/2021 12:00",53.55,0.1,0.068
"2/18/2021 13:00",57.76,0.1,0.068
"2/18/2021 14:00",48.96,0.1,0.068
"2/18/2021 15:00",34.38,0.1,0.068
"2/18/2021 16:00",24.7,0.1,0.067
"2/18/2021 17:00",20.03,0.2,0.067
"2/18/2021 18:00",17.79,0.2,0.067
"2/18/2021 19:00",16.65,0.3,0.067
"2/18/2021 20:00",16.53,0.3,0.067
"2/18/2021 21:00",18.05,0.4,0.067
"2/18/2021 22:00",16.23,0.3,0.067
"2/18/2021 23:00",16.78,0.3,0.067
"2/19/2021 0:00",17.92,0.4,0.067
"2/19/2021 1:00",16.41,0.3,0.067
"2/19/2021 2:00",19.34,0.3,0.067
"2/19/2021 3:00",15.8,0.3,0.067
"2/19/2021 4:00",15.95,0.3,0.067
"2/19/2021 5:00",17.19,0.2,0.067
"2/19/2021 6:00",14.51,0.3,0.067
"2/19/2021 7:00",17.47,0.4,0.067
"2/19/2021 8:00",15.68,0.5,0.067
"2/19/2021 9:00",19.46,0.5,0.067
"2/19/2021 10:00",18.27,0.6,0.067
"2/19/2021 11:00",16.99,0.7,0.068
"2/19/2021 12:00",17.91,0.8,0.068
"2/19/2021 13:00",17.53,0.8,0.068
"2/19/2021 14:00",17.25,0.9,0.068
"2/19/2021 15:00",17.02,0.9,0.068
"2/19/2021 16:00",18.76,0.9,0.068
"2/19/2021 17:00",19.35,0.9,0.068
"2/19/2021 18:00",16.56,0.9,0.068
"2/19/2021 19:00",16.79,0.9,0.068
"2/19/2021 20:00",15.78,0.9,0.068
"2/19/2021 21:00",15.81,0.9,0.068
"2/19/2021 22:00",17.69,0.9,0.068
"2/19/2021 23:00",16.95,0.7,0.068
"2/20/2021 0:00",17.62,0.5,0.067
"2/20/2021 1:00",16.61,0.5,0.067
"2/20/2021 2:00",15.88,0.5,0.067
"2/20/2021 3:00",18.82,0.5,0.067
"2/20/2021 4:00",16.17,0.5,0.067
"2/20/2021 5:00",17.27,0.6,0.067
"2/20/2021 6:00",17.55,0.6,0.067
"2/20/2021 7:00",18.71,0.6,0.067
"2/20/2021 8:00",16.4,0.5,0.067
"2/20/2021 9:00",13.79,0.5,0.067
"2/20/2021 10:00",18.19,0.4,0.067
"2/20/2021 11:00",16.49,0.4,0.067
"2/20/2021 12:00",17.38,0.5,0.067
"2/20/2021 13:00",16.39,0.7,0.067
"2/20/2021 14:00",17.62,0.8,0.068
"2/20/2021 15:00",18.41,0.8,0.068
"2/20/2021 16:00",19.18,0.9,0.068
"2/20/2021 17:00",17.63,0.9,0.068
"2/20/2021 18:00",17.67,0.9,0.068
"2/20/2021 19:00",17.58,0.9,0.068
"2/20/2021 20:00",17.06,0.9,0.068
"2/20/2021 21:00",17.49,0.8,0.068
"2/20/2021 22:00",16.63,0.8,0.068
"2/20/2021 23:00",16.63,0.7,0.068
"2/21/2021 0:00",16.97,0.7,0.068
"2/21/2021 1:00",16.12,0.6,0.068
"2/21/2021 2:00",16.22,0.6,0.068
"2/21/2021 3:00",16.92,0.6,0.068
"2/21/2021 4:00",16.78,0.5,0.068
"2/21/2021 5:00",15.93,0.5,0.068
"2/21/2021 6:00",16.53,0.4,0.068
"2/21/2021 7:00",17.27,0.3,0.067
"2/21/2021 8:00",16.98,0.3,0.068
"2/21/2021 9:00",17.66,0.4,0.068
"2/21/2021 10:00",14.89,0.5,0.068
"2/21/2021 11:00",16.13,0.6,0.068
"2/21/2021 12:00",17.02,0.8,0.068
"2/21/2021 13:00",17.02,0.9,0.069
"2/21/2021 14:00",16.95,1,0.069
"2/21/2021 15:00",17,1.1,0.069
"2/21/2021 16:00",18.6,1.1,0.069
"2/21/2021 17:00",17.1,1.1,0.069
"2/21/2021 18:00",18.46,1.1,0.069
"2/21/2021 19:00",17.17,1.1,0.069
"2/21/2021 20:00",17.35,1.1,0.069
"2/21/2021 21:00",17.76,1.1,0.069
"2/21/2021 22:00",16.86,1.1,0.069
"2/21/2021 23:00",17.87,1.1,0.069
"2/22/2021 0:00",18.07,1.1,0.069
"2/22/2021 1:00",18.88,1.1,0.069
"2/22/2021 2:00",17.33,1.1,0.069
"2/22/2021 3:00",18.44,1.1,0.069
"2/22/2021 4:00",16.12,1.1,0.069
"2/22/2021 5:00",18.92,1,0.069
"2/22/2021 6:00",16.85,1,0.069
"2/22/2021 7:00",16.57,0.9,0.069
"2/22/2021 8:00",16.46,0.9,0.069
"2/22/2021 9:00",16.32,1,0.069
"2/22/2021 10:00",17.93,1.1,0.069
"2/22/2021 11:00",18.98,1.2,0.069
"2/22/2021 12:00",18.55,1.3,0.07
"2/22/2021 13:00",18.61,1.4,0.07
"2/22/2021 14:00",19.42,1.5,0.07
"2/22/2021 15:00",17.94,1.6,0.07
"2/22/2021 16:00",19.21,1.5,0.07
"2/22/2021 17:00",19.97,1.5,0.069
"2/22/2021 18:00",18.08,1.4,0.069
"2/22/2021 19:00",15.95,1.4,0.069
"2/22/2021 20:00",17.38,1.4,0.069
"2/22/2021 21:00",17.89,1.3,0.069
"2/22/2021 22:00",18.6,1.4,0.069
"2/22/2021 23:00",19.03,1.4,0.069
"2/23/2021 0:00",16.87,1.4,0.069
"2/23/2021 1:00",20.21,1.4,0.069
"2/23/2021 2:00",16.62,1.4,0.069
"2/23/2021 3:00",17.48,1.3,0.069
"2/23/2021 4:00",20.15,1.3,0.069
"2/23/2021 5:00",19.17,1.3,0.068
"2/23/2021 6:00",17.88,1.2,0.068
"2/23/2021 7:00",17.45,1.1,0.068
"2/23/2021 8:00",17.4,1.1,0.068
"2/23/2021 9:00",17.73,1,0.068
"2/23/2021 10:00",16.71,1,0.068
"2/23/2021 11:00",17.45,1,0.069
"2/23/2021 12:00",16.68,1.1,0.069
"2/23/2021 13:00",17.58,1.1,0.069
"2/23/2021 14:00",17.72,1.2,0.069
"2/23/2021 15:00",16.8,1.1,0.069
"2/23/2021 16:00",16.88,1.2,0.069
"2/23/2021 17:00",17.67,1.1,0.069
"2/23/2021 18:00",16.59,1.1,0.069
"2/23/2021 19:00",15.76,1.1,0.069
"2/23/2021 20:00",18.39,1.1,0.069
"2/23/2021 21:00",17.06,1.1,0.069
"2/23/2021 22:00",17.18,1,0.069
"2/23/2021 23:00",15.53,1,0.069
"2/24/2021 0:00",15.97,0.9,0.069
"2/24/2021 1:00",16.64,0.9,0.069
"2/24/2021 2:00",17.01,0.8,0.068
"2/24/2021 3:00",16.14,0.8,0.068
"2/24/2021 4:00",16.37,0.8,0.068
"2/24/2021 5:00",16.1,0.7,0.069
"2/24/2021 6:00",15.91,0.7,0.068
"2/24/2021 7:00",17.65,0.6,0.068
"2/24/2021 8:00",14.56,0.6,0.068
"2/24/2021 9:00",16.83,0.6,0.068
"2/24/2021 10:00",16.45,0.6,0.068
"2/24/2021 11:00",15.51,0.6,0.068
"2/24/2021 12:00",16.37,0.7,0.068
"2/24/2021 13:00",17.81,0.8,0.068
"2/24/2021 14:00",15.44,0.8,0.069
"2/24/2021 15:00",17.97,0.8,0.068
"2/24/2021 16:00",16.8,0.9,0.068
"2/24/2021 17:00",16.56,0.9,0.068
"2/24/2021 18:00",16.61,0.8,0.068
"2/24/2021 19:00",16.47,0.8,0.068
"2/24/2021 20:00",17.06,0.7,0.068
"2/24/2021 21:00",16.12,0.6,0.068
"2/24/2021 22:00",15.59,0.5,0.068
"2/24/2021 23:00",15.12,0.4,0.068
"2/25/2021 0:00",17.24,0.2,0.068
"2/25/2021 1:00",15.74,0.1,0.067
"2/25/2021 2:00",17.54,0.1,0.067
"2/25/2021 3:00",17.63,0.1,0.068
"2/25/2021 4:00",17.8,0.1,0.068
"2/25/2021 5:00",17.88,0.1,0.068
"2/25/2021 6:00",23.33,0.1,0.068
"2/25/2021 7:00",35.11,0.1,0.068
"2/25/2021 8:00",46.97,0.1,0.068
"2/25/2021 9:00",56.54,0.1,0.068
"2/25/2021 10:00",71.82,0.1,0.068
"2/25/2021 11:00",75.8,0.1,0.068
"2/25/2021 12:00",83.37,0.1,0.068
"2/25/2021 13:00",82.61,0.1,0.067
"2/25/2021 14:00",72.1,0.1,0.068
"2/25/2021 15:00",43.55,0.2,0.067
"2/25/2021 16:00",20.15,0.3,0.068
"2/25/2021 17:00",16.59,0.4,0.068
"2/25/2021 18:00",19.12,0.4,0.068
"2/25/2021 19:00",17.9,0.4,0.068
"2/25/2021 20:00",18.41,0.4,0.067
"2/25/2021 21:00",18.06,0.5,0.068
"2/25/2021 22:00",17.04,0.5,0.068
"2/25/2021 23:00",17.87,0.5,0.068
"2/26/2021 0:00",18.96,0.6,0.068
"2/26/2021 1:00",19.97,0.6,0.068
"2/26/2021 2:00",17.69,0.6,0.068
"2/26/2021 3:00",16.48,0.5,0.068
"2/26/2021 4:00",17.42,0.6,0.068
"2/26/2021 5:00",19.2,0.6,0.068
"2/26/2021 6:00",16.99,0.6,0.068
"2/26/2021 7:00",17.67,0.6,0.067
"2/26/2021 8:00",17.38,0.5,0.067
"2/26/2021 9:00",18.34,0.5,0.067
"2/26/2021 10:00",19.84,0.6,0.067
"2/26/2021 11:00",18.62,0.6,0.067
"2/26/2021 12:00",18.36,0.5,0.067
"2/26/2021 13:00",17.45,0.3,0.066
"2/26/2021 14:00",16.38,0.7,0.067
"2/26/2021 15:00",17.72,0.8,0.067
"2/26/2021 16:00",19.42,0.7,0.067
"2/26/2021 17:00",19.31,0.8,0.067
"2/26/2021 18:00",19.06,0.7,0.067
"2/26/2021 19:00",18.54,0.6,0.067
"2/26/2021 20:00",17.65,0.5,0.066
"2/26/2021 21:00",17.32,0.6,0.067
"2/26/2021 22:00",17.79,0.6,0.067
"2/26/2021 23:00",19.09,0.6,0.067
"2/27/2021 0:00",17.39,0.6,0.067
"2/27/2021 1:00",18.11,0.6,0.067
"2/27/2021 2:00",17.64,0.5,0.067
"2/27/2021 3:00",17.83,0.5,0.067
"2/27/2021 4:00",16.61,0.6,0.067
"2/27/2021 5:00",18.29,0.3,0.066
"2/27/2021 6:00",18.03,0.1,0.066
"2/27/2021 7:00",21.82,0.1,0.066
"2/27/2021 8:00",19.43,0.2,0.066
"2/27/2021 9:00",16.34,0.3,0.066
"2/27/2021 10:00",19.13,0.4,0.066
"2/27/2021 11:00",18.86,0.4,0.066
"2/27/2021 12:00",20.83,0.4,0.066
"2/27/2021 13:00",19.87,0.6,0.067
"2/27/2021 14:00",19.17,0.7,0.067
"2/27/2021 15:00",18.98,0.7,0.067
"2/27/2021 16:00",19.46,0.7,0.067
"2/27/2021 17:00",17.47,0.7,0.067
"2/27/2021 18:00",17.57,0.7,0.067
"2/27/2021 19:00",18.31,0.6,0.067
"2/27/2021 20:00",17.25,0.5,0.067
"2/27/2021 21:00",17.39,0.4,0.067
"2/27/2021 22:00",16.81,0.2,0.067
"2/27/2021 23:00",16.93,0.1,0.066
"2/28/2021 0:00",17.7,0.1,0.067
"2/28/2021 1:00",20.46,0.1,0.067
"2/28/2021 2:00",23.12,0.1,0.067
"2/28/2021 3:00",30.76,0.1,0.067
"2/28/2021 4:00",39.1,0.1,0.067
"2/28/2021 5:00",48.29,0.1,0.068
"2/28/2021 6:00",56.05,0.1,0.068
"2/28/2021 7:00",67.03,0.1,0.068
"2/28/2021 8:00",82,0.1,0.068
"2/28/2021 9:00",99.78,0.1,0.068
"2/28/2021 10:00",113.87,0.1,0.068
"2/28/2021 11:00",123.62,0.1,0.068
"2/28/2021 12:00",105.64,0.1,0.068
"2/28/2021 13:00",81.25,0.1,0.068
"2/28/2021 14:00",45.03,0.2,0.067
"2/28/2021 15:00",19.56,0.3,0.068
"2/28/2021 16:00",19.19,0.4,0.068
"2/28/2021 17:00",19.06,0.5,0.067
"2/28/2021 18:00",19.37,0.5,0.068
"2/28/2021 19:00",19.33,0.6,0.068
"2/28/2021 20:00",17.54,0.6,0.068
"2/28/2021 21:00",19.06,0.6,0.068
"2/28/2021 22:00",18.67,0.6,0.068
"2/28/2021 23:00",18.5,0.6,0.068
"3/1/2021 0:00",18.59,0.5,0.068
"3/1/2021 1:00",17.79,0.5,0.068
"3/1/2021 2:00",17.15,0.4,0.067
"3/1/2021 3:00",20.02,0.3,0.067
"3/1/2021 4:00",17.91,0.3,0.067
"3/1/2021 5:00",18.76,0.3,0.067
"3/1/2021 6:00",16.1,0.3,0.067
"3/1/2021 7:00",16.89,0.3,0.067
"3/1/2021 8:00",17.07,0.3,0.067
"3/1/2021 9:00",19,0.4,0.067
"3/1/2021 10:00",17.32,0.4,0.067
"3/1/2021 11:00",18.45,0.5,0.068
"3/1/2021 12:00",17.78,0.6,0.068
"3/1/2021 13:00",18.87,0.7,0.068
"3/1/2021 14:00",19.11,0.8,0.068
"3/1/2021 15:00",18.56,0.9,0.068
"3/1/2021 16:00",18.43,0.9,0.068
"3/1/2021 17:00",20.3,1,0.068
"3/1/2021 18:00",17.64,1,0.068
"3/1/2021 19:00",19.97,0.9,0.068
"3/1/2021 20:00",20.17,0.9,0.068
"3/1/2021 21:00",18.85,0.8,0.067
"3/1/2021 22:00",19.62,0.8,0.067
"3/1/2021 23:00",19.6,0.8,0.068
"3/2/2021 0:00",17.7,0.7,0.068
"3/2/2021 1:00",17.35,0.7,0.068
"3/2/2021 2:00",16.96,0.7,0.068
"3/2/2021 3:00",19.38,0.7,0.068
"3/2/2021 4:00",17.01,0.7,0.068
"3/2/2021 5:00",18.7,0.7,0.068
"3/2/2021 6:00",18.03,0.7,0.068
"3/2/2021 7:00",18.85,0.8,0.068
"3/2/2021 8:00",18.18,0.8,0.068
"3/2/2021 9:00",19.65,0.8,0.068
"3/2/2021 10:00",18.52,0.8,0.068
"3/2/2021 11:00",18.17,0.9,0.068
"3/2/2021 12:00",18.9,1,0.068
"3/2/2021 13:00",20.54,1.1,0.068
"3/2/2021 14:00",21.11,1.2,0.069
"3/2/2021 15:00",19.64,1.2,0.068
"3/2/2021 16:00",21.3,1.3,0.068
"3/2/2021 17:00",19.6,1.3,0.068
"3/2/2021 18:00",20.01,1.3,0.068
"3/2/2021 19:00",19.97,1.2,0.067
"3/2/2021 20:00",21.14,1.1,0.067
"3/2/2021 21:00",20.85,0.9,0.066
"3/2/2021 22:00",21.46,0.9,0.066
"3/2/2021 23:00",21.81,0.9,0.066
"3/3/2021 0:00",20.91,1,0.067
"3/3/2021 1:00",20.82,1,0.067
"3/3/2021 2:00",19.55,1,0.067
"3/3/2021 3:00",21.94,1,0.066
"3/3/2021 4:00",20.63,1,0.066
"3/3/2021 5:00",19.29,0.9,0.067
"3/3/2021 6:00",19.66,0.9,0.067
"3/3/2021 7:00",20.9,0.9,0.066
"3/3/2021 8:00",20.13,0.9,0.066
"3/3/2021 9:00",19.89,0.9,0.066
"3/3/2021 10:00",19.85,0.9,0.066
"3/3/2021 11:00",21.57,1,0.066
"3/3/2021 12:00",21.69,1.2,0.067
"3/3/2021 13:00",22.43,1.3,0.067
"3/3/2021 14:00",22.04,1.4,0.067
"3/3/2021 15:00",24.01,1.5,0.067
"3/3/2021 16:00",22.36,1.6,0.067
"3/3/2021 17:00",22.16,1.6,0.067
"3/3/2021 18:00",26.44,1.5,0.066
"3/3/2021 19:00",25.44,1.3,0.065
"3/3/2021 20:00",24.85,1.3,0.065
"3/3/2021 21:00",25.9,1.1,0.064
"3/3/2021 22:00",27.38,1.2,0.064
"3/3/2021 23:00",28.03,1.3,0.065
"3/4/2021 0:00",27.23,1.4,0.064
"3/4/2021 1:00",28.51,1.4,0.064
"3/4/2021 2:00",26.21,1.4,0.064
"3/4/2021 3:00",25.59,1.4,0.064
"3/4/2021 4:00",27.7,1.4,0.064
"3/4/2021 5:00",28.43,1.3,0.064
"3/4/2021 6:00",26.52,1.3,0.064
"3/4/2021 7:00",25.9,1.3,0.064
"3/4/2021 8:00",26.67,1.3,0.064
"3/4/2021 9:00",23.86,1.3,0.064
"3/4/2021 10:00",27.95,1.3,0.063
"3/4/2021 11:00",25.59,1.4,0.064
"3/4/2021 12:00",25.9,1.5,0.064
"3/4/2021 13:00",27.62,1.7,0.064
"3/4/2021 14:00",29.25,1.8,0.065
"3/4/2021 15:00",28.43,1.9,0.065
"3/4/2021 16:00",27.46,2,0.065
"3/4/2021 17:00",29.92,2,0.064
"3/4/2021 18:00",30,1.9,0.063
"3/4/2021 19:00",29.17,1.8,0.063
"3/4/2021 20:00",30.93,1.5,0.062
"3/4/2021 21:00",32.23,1.5,0.062
"3/4/2021 22:00",31.45,1.6,0.062
"3/4/2021 23:00",32.5,1.6,0.062
"3/5/2021 0:00",33.38,1.7,0.062
"3/5/2021 1:00",29.75,1.7,0.062
"3/5/2021 2:00",30.93,1.8,0.062
"3/5/2021 3:00",32.06,1.8,0.062
"3/5/2021 4:00",29.25,1.8,0.062
"3/5/2021 5:00",32.5,1.9,0.062
"3/5/2021 6:00",35.2,1.9,0.062
"3/5/2021 7:00",34.19,2,0.062
"3/5/2021 8:00",32.94,2,0.062
"3/5/2021 9:00",34.28,2.1,0.062
"3/5/2021 10:00",31.19,2.1,0.062
"3/5/2021 11:00",33.92,2.2,0.062
"3/5/2021 12:00",32.67,2.3,0.062
"3/5/2021 13:00",30.85,2.3,0.062
"3/5/2021 14:00",34.28,2.4,0.061
"3/5/2021 15:00",35.57,2.4,0.061
"3/5/2021 16:00",40.59,2.3,0.059
"3/5/2021 17:00",42.1,2.2,0.059
"3/5/2021 18:00",39.99,2,0.058
"3/5/2021 19:00",42.52,1.8,0.057
"3/5/2021 20:00",48.73,1.8,0.057
"3/5/2021 21:00",44.92,1.8,0.056
"3/5/2021 22:00",48.4,2,0.057
"3/5/2021 23:00",52.96,2.1,0.057
"3/6/2021 0:00",46.75,2.2,0.057
"3/6/2021 1:00",53.9,2.2,0.056
"3/6/2021 2:00",55.69,2.3,0.056
"3/6/2021 3:00",55.57,2.3,0.056
"3/6/2021 4:00",52.96,2.3,0.056
"3/6/2021 5:00",53.31,2.3,0.056
"3/6/2021 6:00",58.5,2.4,0.056
"3/6/2021 7:00",57.03,2.4,0.056
"3/6/2021 8:00",59,2.4,0.056
"3/6/2021 9:00",59.38,2.5,0.056
"3/6/2021 10:00",54.61,2.5,0.056
"3/6/2021 11:00",54.85,2.7,0.056
"3/6/2021 12:00",61.02,2.7,0.056
"3/6/2021 13:00",58.26,2.7,0.056
"3/6/2021 14:00",51.22,2.5,0.056
"3/6/2021 15:00",59.5,2.6,0.055
"3/6/2021 16:00",54.61,2.4,0.055
"3/6/2021 17:00",56.78,2.5,0.055
"3/6/2021 18:00",56.66,2.5,0.055
"3/6/2021 19:00",56.05,2.5,0.055
"3/6/2021 20:00",53.66,2.5,0.055
"3/6/2021 21:00",50.99,2.5,0.055
"3/6/2021 22:00",50.76,2.5,0.056
"3/6/2021 23:00",46.1,2.5,0.056
"3/7/2021 0:00",47.63,2.4,0.056
"3/7/2021 1:00",49.52,2.4,0.056
"3/7/2021 2:00",47.41,2.3,0.056
"3/7/2021 3:00",46.75,2.3,0.056
"3/7/2021 4:00",48.51,2.2,0.056
"3/7/2021 5:00",49.4,2.1,0.056
"3/7/2021 6:00",45.35,2.1,0.056
"3/7/2021 7:00",51.11,2.1,0.056
"3/7/2021 8:00",52.84,2.1,0.056
"3/7/2021 9:00",42,2.1,0.056
"3/7/2021 10:00",45.45,2.2,0.056
"3/7/2021 11:00",42.21,2.3,0.057
"3/7/2021 12:00",43.87,2.5,0.057
"3/7/2021 13:00",44.39,2.6,0.057
"3/7/2021 14:00",41.49,2.9,0.058
"3/7/2021 15:00",39.1,3,0.058
"3/7/2021 16:00",45.99,3.1,0.058
"3/7/2021 17:00",45.45,3.1,0.058
"3/7/2021 18:00",46.53,3,0.058
"3/7/2021 19:00",45.45,2.9,0.058
"3/7/2021 20:00",43.55,2.8,0.058
"3/7/2021 21:00",45.88,2.7,0.058
"3/7/2021 22:00",42,2.6,0.058
"3/7/2021 23:00",41.39,2.6,0.058
"3/8/2021 0:00",38.61,2.5,0.058
"3/8/2021 1:00",40.39,2.4,0.058
"3/8/2021 2:00",42.52,2.4,0.058
"3/8/2021 3:00",39.79,2.4,0.058
"3/8/2021 4:00",38.22,2.5,0.058
"3/8/2021 5:00",40.99,2.5,0.058
"3/8/2021 6:00",39.99,2.5,0.058
"3/8/2021 7:00",40.39,2.5,0.058
"3/8/2021 8:00",42.82,2.6,0.058
"3/8/2021 9:00",39.89,2.6,0.058
"3/8/2021 10:00",37.07,2.8,0.058
"3/8/2021 11:00",40.69,2.9,0.058
"3/8/2021 12:00",45.03,3,0.059
"3/8/2021 13:00",42.72,3.2,0.059
"3/8/2021 14:00",40.79,3.3,0.059
"3/8/2021 15:00",42.41,3.3,0.059
"3/8/2021 16:00",41.39,3.3,0.059
"3/8/2021 17:00",40.59,2.9,0.058
"3/8/2021 18:00",42,2.9,0.058
"3/8/2021 19:00",43.87,2.8,0.058
"3/8/2021 20:00",41.7,2.7,0.058
"3/8/2021 21:00",38.32,2.7,0.058
"3/8/2021 22:00",39.3,2.6,0.058
"3/8/2021 23:00",39.99,2.5,0.058
"3/9/2021 0:00",41.9,2.5,0.058
"3/9/2021 1:00",40.89,2.4,0.058
"3/9/2021 2:00",36.5,2.4,0.058
"3/9/2021 3:00",39.59,2.3,0.058
"3/9/2021 4:00",38.13,2.2,0.058
"3/9/2021 5:00",38.32,2.1,0.058
"3/9/2021 6:00",36.32,2,0.058
"3/9/2021 7:00",34.01,1.9,0.057
"3/9/2021 8:00",35.29,1.8,0.057
"3/9/2021 9:00",35.94,1.7,0.057
"3/9/2021 10:00",39,1.8,0.057
"3/9/2021 11:00",37.36,1.9,0.058
"3/9/2021 12:00",38.51,2.1,0.058
"3/9/2021 13:00",35.94,2.3,0.058
"3/9/2021 14:00",37.93,2.5,0.059
"3/9/2021 15:00",38.71,2.6,0.059
"3/9/2021 16:00",39.69,2.7,0.059
"3/9/2021 17:00",36.98,2.8,0.059
"3/9/2021 18:00",36.32,2.7,0.059
"3/9/2021 19:00",36.5,2.6,0.059
"3/9/2021 20:00",36.03,2.5,0.059
"3/9/2021 21:00",39.69,2.3,0.059
"3/9/2021 22:00",36.88,2.2,0.059
"3/9/2021 23:00",35.94,2,0.058
"3/10/2021 0:00",33.2,1.9,0.058
"3/10/2021 1:00",36.98,1.8,0.058
"3/10/2021 2:00",38.22,1.7,0.058
"3/10/2021 3:00",35.48,1.5,0.058
"3/10/2021 4:00",40.19,1.5,0.058
"3/10/2021 5:00",35.38,1.3,0.057
"3/10/2021 6:00",31.36,1.2,0.057
"3/10/2021 7:00",34.47,1.2,0.057
"3/10/2021 8:00",32.15,1.1,0.057
