freqs,spectrum
0.0123441550426,5.53138673717
0.0246883100852,0.193944623531
0.0370324651278,0.0759689105884
0.0493766201703,0.00865700401897
0.0617207752129,0.00226491857846
0.0740649302555,0.0074558888748
0.0864090852981,0.00136427322858
0.0987532403407,0.00945012706905
0.111097395383,0.000880394396939
0.123441550426,0.0049150378765
0.135785705468,5.92237947744e-05
0.148129860511,0.000562721934277
0.160474015554,0.00114086401845
0.172818170596,0.00135897111533
0.185162325639,0.000880095774989
0.197506480681,0.00585716921254
0.209850635724,0.0014789805826
0.222194790767,0.00282864067292
0.234538945809,0.000500609716
0.246883100852,0.00183996218502
0.259227255894,0.00189214527091
0.271571410937,0.00236153592785
0.28391556598,0.00400354031587
0.296259721022,0.00179915214809
0.308603876065,0.00160333846775
0.320948031107,0.000155742034116
0.33329218615,0.000183604508246
0.345636341192,0.000368577985105
0.357980496235,2.12837224343e-05
0.370324651278,0.000391487045126
0.38266880632,3.52208523821e-05
0.395012961363,0.000416339598797
0.407357116405,8.28365931626e-05
0.419701271448,0.000319496032594
0.432045426491,0.000159583604466
0.444389581533,0.000535698999903
0.456733736576,0.000213228172271
0.469077891618,0.000643918756802
0.481422046661,0.000335261964537
0.493766201703,6.51339878733e-05
0.506110356746,1.47727984552e-05
0.518454511789,0.000245099177826
0.530798666831,1.35737341808e-05
0.543142821874,0.000157989189456
0.555486976916,6.58765991752e-05
0.567831131959,3.21646648608e-05
0.580175287002,2.44067180929e-05
0.592519442044,2.80697233843e-05
0.604863597087,0.00016445091122
0.617207752129,9.86260615329e-06
0.629551907172,0.000106696925403
0.641896062215,0.00015774285912
0.654240217257,6.755483956e-05
0.6665843723,0.000328803968713
0.678928527342,0.00016232443933
0.691272682385,0.000161368279337
0.703616837427,0.000162130331075
0.71596099247,1.70751303912e-06
0.728305147513,0.0001119685509
0.740649302555,6.57356642118e-06
0.752993457598,4.62022062447e-05
0.76533761264,7.38594559786e-06
0.777681767683,8.67129003864e-05
0.790025922726,9.44146136269e-06
0.802370077768,0.000131713485725
0.814714232811,6.0936995137e-05
0.827058387853,0.000153954407202
0.839402542896,9.06000939951e-05
0.851746697939,4.02976724931e-06
0.864090852981,4.796615152e-05
0.876435008024,2.00703920569e-05
0.888779163066,6.49583588214e-05
0.901123318109,8.76705970091e-06
0.913467473151,3.04546631237e-05
0.925811628194,6.39799587599e-05
0.938155783237,2.8881389257e-05
0.950499938279,3.73760386776e-05
0.962844093322,2.89059948177e-05
0.975188248364,3.2582129626e-05
0.987532403407,5.14734156273e-05
0.99987655845,1.31086817924e-05
1.01222071349,2.08155736879e-05
1.02456486853,8.38414683372e-06
1.03690902358,2.10304955838e-05
