freqs,spectrum
0.01220703125,0.134297327816
0.0244140625,0.0219777102963
0.03662109375,0.00276751368864
0.048828125,0.00134198861837
0.06103515625,0.000891144232812
0.0732421875,0.000671751591525
0.08544921875,0.000451266298306
0.09765625,0.000282694000693
0.10986328125,0.000250406284666
0.1220703125,0.000213271908483
0.13427734375,0.000186379716608
0.146484375,0.000245281152602
0.15869140625,0.000312853858131
0.1708984375,0.000360669715477
0.18310546875,0.000290529145741
0.1953125,0.00023841706813
0.20751953125,0.000203146025885
0.2197265625,0.000169918161834
0.23193359375,0.000125388427146
0.244140625,8.66879724729e-05
0.25634765625,7.51532255497e-05
0.2685546875,4.79806959842e-05
0.28076171875,3.83315859987e-05
0.29296875,3.31950214086e-05
0.30517578125,3.24558153547e-05
0.3173828125,2.70619636556e-05
0.32958984375,2.23452814105e-05
0.341796875,1.68731539521e-05
0.35400390625,1.8443749262e-05
0.3662109375,1.72315859008e-05
0.37841796875,1.27515665465e-05
0.390625,1.17826532543e-05
0.40283203125,1.15635019277e-05
0.4150390625,9.76247930699e-06
0.42724609375,7.91098739762e-06
0.439453125,7.64041017797e-06
0.45166015625,8.05513964804e-06
0.4638671875,6.83628506599e-06
0.47607421875,6.0186804275e-06
0.48828125,6.35025306227e-06
0.50048828125,6.97426460563e-06
0.5126953125,6.60320751077e-06
0.52490234375,5.90746766492e-06
0.537109375,4.97381736253e-06
0.54931640625,5.85588587394e-06
0.5615234375,4.85935524323e-06
0.57373046875,5.12582554208e-06
0.5859375,4.24502806747e-06
0.59814453125,4.38335986408e-06
0.6103515625,4.19599984896e-06
0.62255859375,4.61043081465e-06
0.634765625,4.49904390617e-06
0.64697265625,4.3015395722e-06
0.6591796875,3.51273418582e-06
0.67138671875,3.47429937948e-06
0.68359375,3.31075671231e-06
0.69580078125,3.58216304734e-06
0.7080078125,3.30593088229e-06
0.72021484375,3.6431250904e-06
0.732421875,3.17597640342e-06
0.74462890625,2.82872548425e-06
0.7568359375,3.75837383038e-06
0.76904296875,3.08154258174e-06
0.78125,3.58618337823e-06
0.79345703125,3.19113399147e-06
0.8056640625,2.9986615638e-06
0.81787109375,2.75861425914e-06
0.830078125,2.98777755345e-06
0.84228515625,2.97200374235e-06
0.8544921875,3.19100078765e-06
0.86669921875,3.15694115491e-06
0.87890625,2.92535714526e-06
0.89111328125,2.86095142006e-06
0.9033203125,2.87875825028e-06
0.91552734375,2.40855309535e-06
0.927734375,2.32108209109e-06
0.93994140625,2.73452339116e-06
0.9521484375,2.52272412757e-06
0.96435546875,2.293424446e-06
0.9765625,2.48262735065e-06
0.98876953125,2.48303447033e-06
1.0009765625,2.54502560365e-06
1.01318359375,2.26446933883e-06
1.025390625,2.32713280849e-06
1.03759765625,2.57297321838e-06
1.0498046875,2.35123687902e-06
1.06201171875,2.28073799237e-06
1.07421875,2.16873023218e-06
1.08642578125,2.31168454637e-06
1.0986328125,2.37126555832e-06
1.11083984375,2.36512124133e-06
1.123046875,2.42549738473e-06
1.13525390625,2.46851840549e-06
1.1474609375,2.13840038395e-06
1.15966796875,2.34884084132e-06
1.171875,2.83695520951e-06
1.18408203125,2.4372971002e-06
1.1962890625,2.64728643759e-06
1.20849609375,2.60336436416e-06
1.220703125,2.52499760161e-06
1.23291015625,2.47682585854e-06
1.2451171875,2.18548802768e-06
1.25732421875,2.48961025873e-06
1.26953125,2.29465375677e-06
1.28173828125,2.25131531415e-06
1.2939453125,2.1102235711e-06
1.30615234375,2.63477696462e-06
1.318359375,2.47674430603e-06
1.33056640625,2.43063596345e-06
1.3427734375,2.14306982573e-06
1.35498046875,1.95907290847e-06
1.3671875,2.30394483306e-06
1.37939453125,2.35114003719e-06
1.3916015625,2.04160381843e-06
1.40380859375,2.08476429222e-06
1.416015625,2.40967929705e-06
1.42822265625,2.3271826895e-06
1.4404296875,2.26729167037e-06
1.45263671875,2.10973979543e-06
1.46484375,1.78617978238e-06
1.47705078125,1.90338180084e-06
1.4892578125,2.67086305941e-06
1.50146484375,2.40069162495e-06
1.513671875,2.25272622947e-06
1.52587890625,2.04968975742e-06
1.5380859375,2.19393714615e-06
1.55029296875,2.43696232241e-06
1.5625,2.3901906315e-06
1.57470703125,2.27102442556e-06
1.5869140625,2.15469645451e-06
1.59912109375,1.75259224277e-06
1.611328125,2.04321944022e-06
1.62353515625,2.02313377863e-06
1.6357421875,2.0780843011e-06
1.64794921875,1.89723977651e-06
1.66015625,2.31808576068e-06
1.67236328125,1.77496031261e-06
1.6845703125,2.06186804044e-06
1.69677734375,2.0898299233e-06
1.708984375,2.08991904185e-06
1.72119140625,2.04416184961e-06
1.7333984375,1.94729996602e-06
1.74560546875,1.68226300385e-06
1.7578125,2.1551724626e-06
1.77001953125,1.7873586623e-06
1.7822265625,1.7388303197e-06
1.79443359375,1.80331985812e-06
1.806640625,2.10486506858e-06
1.81884765625,2.02542472926e-06
1.8310546875,1.79565703764e-06
1.84326171875,2.02876611873e-06
1.85546875,2.10041213387e-06
1.86767578125,2.10571093088e-06
1.8798828125,1.71351443251e-06
1.89208984375,1.65797911127e-06
1.904296875,1.7414486081e-06
1.91650390625,1.98544639124e-06
1.9287109375,2.0171071628e-06
1.94091796875,2.1256087188e-06
1.953125,2.27867785061e-06
1.96533203125,2.10873572895e-06
1.9775390625,1.822782439e-06
1.98974609375,1.72431312288e-06
2.001953125,1.93826226682e-06
2.01416015625,1.86012415969e-06
2.0263671875,1.69136948981e-06
2.03857421875,2.08363865446e-06
2.05078125,1.98972074986e-06
2.06298828125,2.0263085196e-06
2.0751953125,2.00862665982e-06
2.08740234375,1.75132110851e-06
2.099609375,1.79359898111e-06
2.11181640625,2.06292028295e-06
2.1240234375,2.19090507518e-06
2.13623046875,2.10205581622e-06
2.1484375,2.19119522272e-06
2.16064453125,2.15009354443e-06
2.1728515625,2.11246389897e-06
2.18505859375,1.7508009575e-06
